vnr,Pname,dosf_LT,Streng,packtext,DRUGID,strnum,strunut,PACKSIZE,ATC
521385,"Lidokain ""DAK""",gel,4%,Tube a 20 ml,28100835580,4,PC,20,D04AB01
521393,"Lidokain ""DAK""",gel,4%,10 tuber a 20 ml,28100835580,4,PC,200,D04AB01
521401,"Lidokain ""DAK""",gel,2%,Tube a 5 ml,28100835480,2,PC,5,D04AB01
521419,"Lidokain ""DAK""",gel,2%,10 tuber a 5 ml,28100835480,2,PC,50,D04AB01
521427,"Lidokain ""DAK""",gel,2%,Tube a 20 ml,28100835480,2,PC,20,D04AB01
521435,"Lidokain ""DAK""",gel,2%,10 tuber a 20 ml,28100835480,2,PC,200,D04AB01
521476,"Klorhexidin-lidokain ""DAK""",gel til overfladeanalgesi,,Tube a 5 ml,28100835380,,,5,N01BB52
521484,Repriadol,"kapsler med modificeret udløsning, hårde",60 mg,56 stk. (blister),28101840696,60,MG,56,N02AA01
521492,"Klorhexidin-lidokain ""DAK""",gel til overfladeanalgesi,,Tube a 20 ml,28100835380,,,20,N01BB52
521500,"Klorhexidin-lidokain ""DAK""",gel til overfladeanalgesi,,10 tuber a 20 ml,28100835380,,,200,N01BB52
521507,"Levodopa/Carbidopa/Entacapone ""Orion""",filmovertrukne tabletter,"50 mg+12,5 mg+200 mg",100 stk.,28104919811,0,,100,N04BA03
521518,Salbuvent,inhalationsaerosol,"0,1 mg/dosis",200 doser,28101027579,0.1,MGD,200,R03AC02
521526,Salbuvent,inhalationsaerosol,"0,1 mg/dosis",2 x 200 doser refill,28101027579,0.1,MGD,400,R03AC02
521534,Klorhexidin,gel til desinfektion,"0,05%",Tube a 20 ml,28100835280,0.05,PC,20,V07AY
521542,Klorhexidin,gel til desinfektion,"0,05%",10 tuber a 20 ml,28100835280,0.05,PC,200,V07AY
521561,"Thiamazol ""Copyfarm""",tabletter,5 mg,100 stk. (blister),28105198612,5,MG,100,H03BB02
521567,"Kinidin ""DAK""",tabletter,100 MG,100 stk.,28100832680,100,MG,100,C01BA01
521575,Idoxuridin,liniment,40%,5 ml,28100834880,40,PC,5,D06BB01
521591,Hæmokonc 2,hæmodialysekoncentrat,,1 plastfl. a 1100 ml,28100795677,,,1100,B05ZA
521609,Hæmokonc 2,hæmodialysekoncentrat,,10 plastfl. a 1100 ml,28100795677,,,11000,B05ZA
521625,"Dixantogen Vet. ""DAK""",liniment,5 %,100 ml,28100763476,5,PC,100,Q09CA02
521633,"Dixantogen Vet. ""DAK""",liniment,5 %,1000 ml,28100763476,5,PC,1000,Q09CA02
521641,"Dixantogen Vet. ""DAK""",liniment,5 %,5 lt.,28100763476,5,PC,5,Q09CA02
521658,Cetylan,creme,,180 ml tubefl.,28100834280,,,180,D02AX
521666,"Atropin ""DAK""",øjendråber,"0,1 %",5 ml,28100831680,0.1,PC,5,S01FA01
521682,A-d-e Vitamin Vet.,mikstur,,500 ml,28100834080,,,500,Q01EA03
521690,Adesan Vet.,"injektionsvæske, opløsning",,1 fl. a 100 ml,28100689876,,,100,QA11JA
521708,Adesan Vet.,"injektionsvæske, opløsning",,5 fl. a 100 ml,28100689876,,,500,QA11JA
521724,Pro-Dafalgan,"pulver til infusionsvæske, opløsning",1 g,5 x 1 g,28101951397,1,G,5,N02BE05
521732,Pro-Dafalgan,"pulver til infusionsvæske, opløsning",2 g,8 x 2 g,28101951497,2,G,16,N02BE05
521757,Hydrea,"kapsler, hårde",500 mg,100 stk. (blister),28101947397,500,MG,100,L01XX05
521829,Exelon,depotplastre,"4,6 mg/24 timer",30 stk. (Abacus),28104012606,4.6,MGH,30,N06DA03
521910,"Aripiprazol ""Krka""",tabletter,30 mg,28 stk. (blister),28105431514,30,MG,28,N05AX12
521914,Desmopressin,næsespray,10 mikg/dosis,5 ml,,,,,H01BA02
521922,Coversyl,tabletter,2 mg,90 stk. (blister),28101549193,2,MG,90,C09AA04
521930,"Prednisolon ""DLF""",tabletter,"2,5 mg",100 stk. (blister),28101848496,2.5,MG,100,H02AB06
521948,"Prednisolon ""DLF""",tabletter,5 mg,20 stk. (blister),28101848596,5,MG,20,H02AB06
521955,"Prednisolon ""DLF""",tabletter,5 mg,100 stk. (blister),28101848596,5,MG,100,H02AB06
521959,Optiray,"injektions-/infusionsvæske, opløsning",300 mg iod/ml,10 x 50 ml,28101877497,300,MGM,500,V08AB07
521971,Klorhexidin,sprit,"0,5 %",10 x 10 ml,28100826879,0.5,PC,100,D08AC02
521981,Inflexal V,"injektionsvæske, suspension",15 mikrogram,1 stk.,28103271501,15,RG,1,J07BB02
521989,"Isotretinoin ""Cross Pharma""",kapsler,10 mg,50 stk. (blister),28101918697,10,MG,50,D10BA01
521997,"Isotretinoin ""Cross Pharma""",kapsler,20 mg,50 stk. (blister),28101918797,20,MG,50,D10BA01
522003,Streptocillin Vet.,intramammær salve,25000 IE/ml +50mg/ml,40 applikatorer a 8 g,28101015760,,,320,QJ51RC23
522139,"Alendronat ""Pfizer""",tabletter,70 mg,4 stk. (blister),28104477409,70,MG,4,M05BA04
522142,"Simvastatin ""Orifarm""",filmovertrukne tabletter,40 mg,100 stk. (blister),28103823005,40,MG,100,C10AA01
522151,Calcium-Sandoz,brusetabletter,500 mg,90 stk. (6 x 15),28101731394,500,MG,90,A12AA06
522169,Gastrozepin,tabletter,50 MG,100 stk.,28101177784,50,MG,100,A02BX03
522177,Rabisin Vet.,"injektionsvæske, suspension",,10 dosissprøjter a 1 ml,28100996178,,,10,QI07AA02
522179,Meropur,"pulver og solvens til injektionsvæske, opløsning",600 IE,1 htgl. + 9 engangssprøjter,28105174412,600,IU,1,G03GA02
522201,Actocortin,injektionssubstans,100 MG,50 htgl. + solvens,28100948357,100,MG,50,H02AB09
522211,Atopica Vet.,oral opløsning,100 mg/ml,17 ml,28104745110,100,MGM,17,QL04AD01
522219,Daivonex,salve,50 mikg/g,30 g,28101690094,50,RGG,30,D05AX02
522261,Copaxone,"injektionsvæske, opløsning, fyldt injektionssprøjte",40 mg/ml,3 x 1 ml,28105280613,40,MGM,3,L03AX13
522292,Pharmalgen Depot-diluent,opløsnings- og fortyndingsvæske,,"10 htgl. a 4,5 ml",28101173583,,,45,V07AB
522334,"Halothane ""Trofield""",inhalationsvæske,,12x250 ml (2x6),28100694376,,,3000,N01AB01
522367,Aquacycline Vet.,"injektionsvæske, opløsning",100 mg/ml,1 htgl. a 100 ml,28101047280,100,MGM,100,QJ01AA06
522399,"Ziprasidon ""Actavis""","kapsler, hårde",20 mg,56 stk. (blister),28104737710,20,MG,56,N05AE04
522400,"Leuprorelin ""Sandoz""",implantat,"3,6 mg",3 stk.,28104477109,3.6,MG,3,L02AE02
522425,Insulatard Pen,"injektionsvæske, suspension",100 IE/ml,(5 x 3 ml) x 2,28101932297,100,IUM,30,A10AC01
522427,Plegridy,"injektionsvæske, opløsning, fyldt pen",125 mikrogram,2 stk.,28105302013,125,RG,2,L03AB13
522441,Temgesic,"resoribletter, sublinguale","0,2 mg",50 stk.,28101065881,0.2,MG,50,N02AE01
522458,Losec,enterotabletter,20 mg,14 stk.,28101875697,20,MG,14,A02BC01
522466,Carloxan,injektionssubstans,100 mg,60 htgl. (10x6),28101022879,100,MG,60,L01AA01
522474,Carloxan,injektionssubstans,200 mg,60 htgl. (10x6),28101022979,200,MG,60,L01AA01
522498,"Levetiracetam ""Actavis""",filmovertrukne tabletter,500 mg,100 stk. (blister),28104780410,500,MG,100,N03AX14
522516,Losec,enterotabletter,40 mg,14 stk.,28101875797,40,MG,14,A02BC01
522530,"Ropivacain ""B. Braun""","injektionsvæske, opløsning",5 mg/ml,20 x 10 ml,28104553509,5,MGM,200,N01BB09
522531,Midaspot,"spot-on, opløsning",400 mg,4 x 4 ml,28105162912,400,MG,16,QP53AX17
522532,Geavir,creme,50 mg/g,"2,5 g",28101857696,50,MGG,2.5,D06BB03
522563,Ritalin LA,"kapsler med modificeret udløsning, hårde",40 mg,28 stk.,28105230213,40,MG,28,N06BA04
522565,Palacos cum Gentamicin,knoglecement,,"2 amp. a 9,4g + 2ps. a 20,4g",28101058580,,,40.8,V07AY
522573,Tagamet,tabletter,400 mg,100 stk.,28101065781,400,MG,100,A02BA01
522602,"Olanzapin ""Mylan""",filmovertrukne tabletter,10 mg,56 stk. (blister),28104277508,10,MG,56,N05AH03
522607,Dianeal med Glucos,peritonealdialysevæske,"22,7 mg/ml",4 x 2000 ml b5437v,28101074581,22.7,MGM,8000,B05DB
522623,M-M-R (MFR) vaccine,injektionsvæske,,10 x 1 dosis,,,,,J07BD52
522631,Lopid,tabletter,600 mg,90 stk. (blister),28101921197,600,MG,90,C10AB04
522649,Psoradrate,creme,"0,1 %",30 g,28101043580,0.1,PC,30,D05AC01
522653,Instanyl,"næsespray, opløsning",200 mikrogram/dosis,10 doser,28104273508,200,RGD,10,N02AB03
522656,Microgynon,tabletter,,63 stk. (3x21) (blister),28101922197,,,63,G03AA07
522664,Miflonide,inhalationspulver i kapsler,200 mikrogram,60 stk. (blister),28101953297,200,RG,60,R03BA02
522698,Miflonide,inhalationspulver i kapsler,400 mikrogram,60 stk. (blister),28101953397,400,RG,60,R03BA02
522706,Simulect,"pulver og solvens til injektions- og infusionsvæske, opløsning",20 mg,1 htgl.,28101916597,20,MG,1,L04AC02
522722,Daivonex,salve,50 mikg/g,100 g,28101690094,50,RGG,100,D05AX02
522730,Tradolan,tabletter,50 mg,20 stk. (blister),28101823396,50,MG,20,N02AX02
522748,Hyofer 20% Vet.,"injektionsvæske, opløsning",200 mg/ml,100 ml,28101472091,200,MGM,100,QB03AC90
522755,Hyofer 20% Vet.,"injektionsvæske, opløsning",200 mg/ml,12 x 100 ml,28101472091,200,MGM,1200,QB03AC90
522763,Hyofer 20% Vet.,"injektionsvæske, opløsning",200 mg/ml,8 x 12 x 100 ml,28101472091,200,MGM,9600,QB03AC90
522771,Tradolan,tabletter,50 mg,100 stk. (blister),28101823396,50,MG,100,N02AX02
522805,"Ringer-lactat ""Fresenius Kabi""","infusionsvæske, opløsning",,10x500 ml,28100675675,,,5000,B05BB01
522811,Prezista,oral suspension,100 mg/ml,200 ml,28104894611,100,MGM,200,J05AE10
522813,Tradolan,"injektionsvæske, opløsning",50 mg/ml,5 x 2 ml,28101823296,50,MGM,10,N02AX02
522822,Gadovist,"injektionsvæske, opløsning",1 mmol/ml,"5 x 7,5 ml",28103144900,1,MOM,37.5,V08CA09
522843,Dolmatil,filmovertrukne tabletter,400 mg,100 stk. (blister),28105093012,400,MG,100,N05AL01
522896,Nezeril,næsedråber,"0,25 mg/ml",500 x 10 stk. (endosispipetter,28101064481,0.25,MGM,5000,R01AA05
522934,"Tizanidin ""2care4""",tabletter,4 mg,120 stk. (blister),28104987011,4,MG,120,M03BX02
522950,"Pramipexole ""Sandoz""",depottabletter,"3,15 mg",100 stk. (blister),28105297613,3.15,MG,100,N04BC05
522953,Claforan,"pulver til injektionsvæske, opløsning",500 mg,5 htgl. a 500 mg,28101036979,500,MG,5,J01DD01
522959,"Atorvastatin ""Pfizer""",filmovertrukne tabletter,80 mg,90 stk.,28104742510,80,MG,90,C10AA05
522979,Claforan,"pulver til injektionsvæske, opløsning",1 g,5 htgl. a 1 g,28101037079,1,G,5,J01DD01
522987,Claforan,"pulver til injektionsvæske, opløsning",1 g,50 htgl. + solvens a 4 ml,28101037079,1,G,50,J01DD01
522995,Claforan,"pulver til injektionsvæske, opløsning",2 g,5 htgl. a 2 g,28101037179,2,G,5,J01DD01
523001,Claforan,"pulver til injektionsvæske, opløsning",2 g,50 htgl. + solvens a 10 ml,28101037179,2,G,50,J01DD01
523011,Timonil Retard,depottabletter,600 mg,100 stk. (blister),28105005212,600,MG,100,N03AF01
523159,Renitec,tabletter,"2,5 mg",11 stk.,28101396590,2.5,MG,11,C09AA02
523182,Systen Conti,depotplastre,170+50mikrog/24timer,8 stk,28104901011,,,8,G03FA01
523188,Altifex,filmovertrukne tabletter,120 mg,30 stk. (blister),28103888605,120,MG,30,R06AX26
523227,Envarsus,depottabletter,1 mg,90 stk. (blister),28105264713,1,MG,90,L04AD02
523258,Diprospan,"injektionsvæske, suspension",7 mg/ml,20 amp. a 1 ml,28100901376,7,MGM,20,H02AB01
523266,Diprospan,"injektionsvæske, suspension",7 mg/ml,20 htgl. a 2 ml,28100901376,7,MGM,40,H02AB01
523271,AeroBec,"inhalationsspray, opløsning",100 mikrogram/dosis,200 doser,28105190112,,,200,R03BA01
523274,"Hæmokonc 3 ""DAK""",hæmodialysekoncentrat,,10 l,28100795777,,,10,B05ZA
523290,Divigel,gel,"0,5 mg/dosis",28 stk. (dosispose),28101871497,0.5,MGD,28,G03CA03
523296,"Letrozol ""Accord""",filmovertrukne tabletter,"2,5 mg",100 stk. (blister),28104319308,2.5,MG,100,L02BG04
523308,Divigel,gel,"0,5 mg/dosis",91 stk. (dosispose),28101871497,0.5,MGD,91,G03CA03
523350,Novoseven,"pulver og solvens til injektionsvæske, opløsning, fyldt injektionssprøjte",2 mg,1 sæt,28105328013,2,MG,1,B02BD08
523407,Divigel,gel,1 mg/dosis,28 stk. (dosispose),28101871597,1,MGD,28,G03CA03
523415,Divigel,gel,1 mg/dosis,91 stk. (dosispose),28101871597,1,MGD,91,G03CA03
523423,Spirix,tabletter,25 mg,250 stk.,28100996278,25,MG,250,C03DA01
523440,"Oxycodonhydrochlorid ""Accord""",depottabletter,80 mg,100 stk. (blister),28104876711,80,MG,100,N02AA05
523449,Linco-spectin Vet.,pulver til opløsning i drikkevand,220 + 440 mg/g,4x30 g,28101020079,,,120,QJ01FF52
523472,Diasectral,tabletter,400 mg,100 stk.,28101005679,400,MG,100,C07AB04
523482,"Olanzapine ""Glenmark""",tabletter,20 mg,28 stk. (blister),28104445608,20,MG,28,N05AH03
523495,"Donepezilhydrochlorid ""Actavis""",filmovertrukne tabletter,5 mg,30 stk. (blister),28104458108,5,MG,30,N06DA02
523570,"Ibuprofen ""Teva""",filmovertrukne tabletter,400 mg,100 stk. (blister),28104303208,400,MG,100,M01AE01
523597,Lioresal,tabletter,10 mg,50 stk. (blister),28101922297,10,MG,50,M03BX01
523639,Lioresal,tabletter,10 mg,200 stk. (blister),28101922297,10,MG,200,M03BX01
523670,Alprox,tabletter,"0,5 mg",100 stk.,28101451291,0.5,MG,100,N05BA12
523673,Lumigan,"øjendråber, opløsning","0,1 mg/ml",3 x 3 ml (Paranova),28104303508,0.1,MGM,9,S01EE03
523688,Alprox,tabletter,1 mg,100 stk.,28101451391,1,MG,100,N05BA12
523696,Borgal Vet.,"injektionsvæske, opløsning",200 + 40 mg/ml,20 x 5 x 100 ml,28100591171,,,10000,QJ01EW13
523712,"Zolpidem ""Cross Pharma""",tabletter,10 mg,20 stk. (blister),28101922397,10,MG,20,N05CF02
523746,"Zolpidem ""Cross Pharma""",tabletter,10 mg,100 stk. (blister),28101922397,10,MG,100,N05CF02
523750,Cardil,depottabletter,120 mg,90 stk,28105034020,120,MG,90,C08DB01
523758,Tasigna,"kapsler, hårde",150 mg,112 stk. (blister),28104627409,150,MG,112,L01XE08
523761,Bovilis Ringvac Vet.,"pulver og solvens til injektionsvæske, suspension",,40 ml,28101484191,,,40,QI02AP01
523790,Xeplion,"depotinjektionsvæske, suspension",100 mg,1 sæt (New Neopharrm),28104641310,100,MG,1,N05AX13
523801,Pamol,filmovertrukne tabletter,500 mg,10 stk. (blister),28101317587,500,MG,10,N02BE01
523862,"Medicinsk oxygen ""Yara Praxair"" 100 %","medicinsk gas, komprimeret",100 %,600 l (12 x 50 l) (stål.),28104049306,100,PC,600,V03AN01
523886,Eulexin,tabletter,250 mg,84 stk. (blister),28101098282,250,MG,84,L02BB01
523902,Gentocin Vet.,oral opløsning,5 mg/dosis,1 x 115 ml,28101405490,5,MGD,115,QJ01GB03
523910,Gentocin Vet.,oral opløsning,5 mg/dosis,6 x 115 ml,28101405490,5,MGD,690,QJ01GB03
523928,Zantac,brusetabletter,150 mg,15 stk.,28101355889,150,MG,15,A02BA02
523951,Voltaren,suppositorier,100 mg,5 stk.,28101429591,100,MG,5,M01AB05
523969,Tegretol,suppositorier,125 mg,5 stk.,28101499092,125,MG,5,N03AF01
523977,Tegretol,suppositorier,250 mg,5 stk.,28101499192,250,MG,5,N03AF01
523985,Unitoline,inhalationsaerosol,"0,1 mg/dosis",1 x 200 doser,28101468591,0.1,MGD,200,R03AC02
523993,Unitoline,inhalationsaerosol,"0,1 mg/dosis",2 x 200 doser (refill),28101468591,0.1,MGD,400,R03AC02
524068,Iomeron,"injektionsvæske, opløsning",150 mg Iod/ml,10 x 50 ml,28101556893,150,MJM,500,V08AB10
524139,Xenical,"kapsler, hårde",120 mg,84 stk. (blister) (Abacus),28101852596,120,MG,84,A08AB01
524173,Evorel,depotplastre,50 mikg/24 timer,8 stk.,28101476991,50,RGH,8,G03CA03
524181,Ilomedin,"koncentrat til infusionsvæske, opløsning","0,1 mg/ml",5 amp. a 1 ml,28101329288,0.1,MGM,5,B01AC11
524257,Xtandi,"kapsler, bløde",40 mg,112 stk. (blister),28105151712,40,MG,112,L02BB04
524342,"Loratadin ""HEXAL""",tabletter,10 mg,10 stk. (blister),28103106299,10,MG,10,R06AX13
524355,Kamfer,salve,10 %,250 ml,28100721976,10,PC,250,M02AX10
524371,"Levertran ""DAK""",salve,2%,250 ml,28100729476,2,PC,250,D03AA
524427,"Losartankalium/hydrochlorthiazid ""Actavis""",filmovertrukne tabletter,"100 mg+12,5 mg",100 stk. (blister),28104803810,0,,100,C09DA01
524441,"Quetiapin ""Accord""",filmovertrukne tabletter,300 mg,30 stk. (blister),28104544709,300,MG,30,N05AH04
524450,"Fusidinsyre/hydrocortisonacetat ""2care4""",creme,10+20 mg/g,30 g,28104707410,,,30,D07CA01
524463,"Dorzolamid ""Orifarm""","øjendråber, opløsning",20 mg/ml,5 ml,28104192507,20,MGM,5,S01EC03
524496,Nobligan,"orale dråber, opløsning",100 mg/ml,96 ml,28101462491,100,MGM,96,N02AX02
524504,"Glycerol ""OBA""",suppositorier,"1,2 g",10 stk.,28100810078,1.2,G,10,A06AX01
524508,"Metoclopramide ""Orifarm""",tabletter,10 mg,100 stk.(blister),28105221113,10,MG,100,A03FA01
524543,Mabthera,"koncentrat til infusionsvæske, opløsning",100 mg,2 stk. (Haemato),28101876997,100,MG,2,L01XC02
524587,"Calcium ""Sandoz""",brusetabletter,500 mg,15 stk.,,,,,A12AA06
524611,"Vaselin Ph 5 ""DAK""",creme,,250 ml,28100756276,,,250,D02AC
524629,"Zink Blød ""DAK""",pasta,30 %,250 ml,28100757676,30,PC,250,D02AB
524637,"Zink-lanolin-vaselin ""DAK""",salve,,250 ml,28100758176,,,250,D02AB
524652,Panodil Junior,oral suspension,24 mg/ml,1000 ml,28100902976,24,MGM,1000,N02BE01
524678,Flolan,"pulver og solvens til infusionsvæske, opløsning",500 mikrogram,1 htgl. + 2 htgl.(solvens),28101390089,500,RG,1,B01AC09
524688,Protopic,salve,"0,1%",30 g (Europharma),28103176400,0.1,PC,30,D11AH01
524694,Nitromex,"resoribletter, sublinguale","0,25 mg",30 stk.,28100055455,0.25,MG,30,C01DA02
524702,Nitromex,"resoribletter, sublinguale","0,25 mg",100 stk.,28100055455,0.25,MG,100,C01DA02
524710,Nitromex,"resoribletter, sublinguale","0,50 mg",30 stk.,28101025555,0.5,MG,30,C01DA02
524728,Nitromex,"resoribletter, sublinguale","0,50 mg",100 stk.,28101025555,0.5,MG,100,C01DA02
524736,Tenormin,filmovertrukne tabletter,50 mg,28 stk.,28100690976,50,MG,28,C07AB03
524744,Tenormin,filmovertrukne tabletter,50 mg,98 stk.,28100690976,50,MG,98,C07AB03
524768,Fampyra,depottabletter,10 mg,56 stk. (blister) (2care4),28104642710,10,MG,56,N07XX07
524862,"Lamotrigin ""Aurobindo""",tabletter,25 mg,56 stk. (blister),28104221607,25,MG,56,N03AX09
524884,Psoradrate,creme,"0,1 %",100 g,28101043580,0.1,PC,100,D05AC01
524892,Psoradrate,creme,"0,2%",30 g,28101073281,0.2,PC,30,D05AC01
524900,Psoradrate,creme,"0,2%",100 g,28101073281,0.2,PC,100,D05AC01
524934,Quadrisol Vet.,gel,100 mg/ml,1 sprøjte a 30 ml,28101797895,100,MGM,30,QM01AE90
524991,Flubenol Vet.,oralt pulver,50 mg/g,6 kg,28101017879,50,MGG,6,QP52AC12
525006,Lincocin Vet.,"injektionsvæske, opløsning",100 mg/ml,10x50 ml,28100652874,100,MGM,500,QJ01FF52
525022,Borgal Mite Vet.,"injektionsvæske, opløsning","62,5 + 12,5 mg/ml",10 htgl. a 50 ml,28100634373,,,500,QJ01EW13
525030,Voltaren,"injektionsvæske, opløsning",25 mg/ml,5 amp. a 3 ml,28101065181,25,MGM,15,M01AB05
525048,Lomudal,inhalationsaerosol,1 mg/dosis,200 doser,28101053980,1,MGD,200,R03BC01
525097,"Halothane ""Halocarbon""",inhalationsvæske,,250 ml,28100610572,,,250,N01AB01
525155,Kalinox,"medicinsk gas, komprimeret",50 %+50 %,5 l (alu.),28104941811,0,,5,N01AX63
525185,Tegretol,tabletter,200 mg,100 stk. (blister),28105174612,200,MG,100,N03AF01
525188,Modiodal,tabletter,100 mg,30 stk. (blister),28101700794,100,MG,30,N06BA07
525204,"Adrenalin-neutrale ""DAK""",øjendråber,1 %,5 ml,28100701676,1,PC,5,S01EA01
525220,"Kloramfenikol Viskøse ""DAK""","øjendråber, opløsning","0,5%",5 ml,28100821378,0.5,PC,5,S01AA01
525236,Ibamyl,filmovertrukne tabletter,150 mg,1 stk. (blister),28104364408,150,MG,1,M05BA06
525238,Kokain,øjendråber,2 %,5 ml,28100727676,2,PC,5,S01HA01
525246,Rytmonorm,tabletter,150 mg,90 stk. (blister),28101917997,150,MG,90,C01BC03
525253,"Lapisøjendråber til nyfødte ""DAK""",øjendråber,"0,67%",5 ml,28100729276,0.67,PC,5,S01AX02
525261,Rytmonorm,tabletter,300 mg,100 stk. (blister),28101921097,300,MG,100,C01BC03
525279,"Metaoxedrin ""Ophtha""",øjendråber,"2,5%",5 ml,28100734876,2.5,PC,5,S01FB01
525386,Nitoman,tabletter,25 mg,100 stk.,28100631773,25,MG,100,N07XX06
525395,"Rivastigmin ""Stada""","kapsler, hårde","1,5 mg",120 stk. (blister),28104350508,1.5,MG,120,N06DA03
525441,"Tetracyklin ""DAK""",filmovertrukne tabletter,250 mg,24 stk.,28100753476,250,MG,24,J01AA07
525446,Vepicombin Novum,filmovertrukne tabletter,1 Mill. IE,100 stk. (blister),28103217100,1,MIU,100,J01CE02
525497,"Lymecyclin ""Actavis""","kapsler, hårde",300 mg,21 stk. (blister),28105015211,300,MG,21,J01AA04
525508,"Metadon ""DAK""",tabletter,20 mg,100 stk. (blister),28101162283,20,MG,100,N07BC02
525622,"Temozolomide ""SUN""","kapsler, hårde",5 mg,20 stk.,28104746010,5,MG,20,L01AX03
525632,Frisium,tabletter,10 mg,50 stk. (blister),28104973311,10,MG,50,N05BA09
525720,Xarelto,filmovertrukne tabletter,20 mg,100 stk. (blister),28104811410,20,MG,100,B01AF01
525733,Fenuril,creme,4%,Tube a 100 g,28101049780,4,PC,100,D02AE01
525757,Crestor,filmovertrukne tabletter,10 mg,100 stk.,28103453602,10,MG,100,C10AA07
525771,Ultravist,"injektions-/infusionsvæske, opløsning",370 mg iod/ml,8 x 500 ml,28101201284,370,MJM,4000,V08AB05
525774,"Menadion ""Medic""",tabletter,10 mg,10 stk.,28100732876,10,MG,10,B02BA01
525790,"Menadion ""Medic""",tabletter,10 mg,50 stk.,28100732876,10,MG,50,B02BA01
525816,Lestid,"pulver til oral suspension, enkeltdosisbeholder",5 g,50 x 5 g,28100907976,5,G,50,C10AC02
525818,Vimpat,filmovertrukne tabletter,100 mg,56 stk. (blister) (Paranova),28104153807,100,MG,56,N03AX18
525840,Negram-citrat,afdelte granulater,,10 stk.,28101057580,,,10,J01MB02
525857,Hexabrix,"injektionsvæske, opløsning",320 mg jod/ml,20 amp. a 20 ml,28101026479,320,MJM,400,V08AB03
525873,Adurix,tabletter,10 mg,25 stk.,28101063181,10,MG,25,C03BA03
525878,Clopixol Depot,"injektionsvæske, opløsning",200 mg/ml,10 x 1 ml,28104715010,200,MGM,10,N05AF05
525881,Adurix,tabletter,10 mg,100 stk.,28101063181,10,MG,100,C03BA03
525899,Spirix,tabletter,100 mg,30 stk.,28101084681,100,MG,30,C03DA01
525907,Spirix,tabletter,100 mg,100 stk.,28101084681,100,MG,100,C03DA01
525931,"Bromhexin ""DAK""",tabletter,8 mg,100 stk.,28101048680,8,MG,100,R05CB02
525945,"Ciprofloxacin ""Villerton""","infusionsvæske, opløsning",2 mg/ml,10 x 100 ml,28103995506,2,MGM,1000,J01MA02
525949,Tribrissen Vet.,"injektionsvæske, suspension",200 + 40 mg/ml,50 ml,28100919977,,,50,QJ01EW10
525964,"Isoprenalin ""DAK""",infusionskoncentrat,1 mg/ml,5 amp. a 1 ml,28100813578,1,MGM,5,C01CA02
525972,Salazopyrin Entabs,enterotabletter,500 mg,100 stk. (blister),28101919097,500,MG,100,A07EC01
525987,"Oxycodonhydrochlorid ""Teva""",depottabletter,20 mg,28 stk. (blister),28103960406,20,MG,28,N02AA05
526012,Atrovent,inhalationspulver,40 mikg,100 stk. (blister),28101920997,40,RG,100,R03BB01
