vnr,Pname,Product name (EN),dosf_LT,Streng,packtext,DRUGID,strnum,strunut,PACKSIZE
407775,Dilcor,Dilcor,depottabletter,90 mg,30 stk.,28101371989,"90,000",MG,"30,000"
407777,Hjertemagnyl,aspirin,filmovertrukne tabletter,75 mg,100 stk,28103489103,"75,000",MG,"100,000"
407779,Questran,Questran,"pulver til oral suspension, enkeltdosisbeholder",4 g,50 stk.,28104656410,"4,000",G,"50,000"
407783,Bricanyl,Bricanyl,tabletter,"2,5 mg",100 stk,28100659275,"2,500",MG,"100,000"
407817,Glavamin,Glamin,"infusionsvÃ¦ske, oplÃ¸sning",,1000 ml,28101784995,,,"1,000,000"
407833,Dilcor,Dilcor,depottabletter,90 mg,100 stk.,28101371989,"90,000",MG,"100,000"
407841,Dilcor,Dilcor,depottabletter,90 mg,1100 stk. (10x110),28101371989,"90,000",MG,"1,100,000"
407866,Biovac Vet.,Biovac Vet.,"injektionsvÃ¦ske, suspension",,250 doser,28101103382,,,"250,000"
407908,Dilcor,Dilcor,depottabletter,60 mg,30 stk.,28101371889,"60,000",MG,"30,000"
407932,Tilcotil,Tilcotil,suppositorier,20 mg,10 stk.,28101318987,"20,000",MG,"10,000"
407933,"Broadline Katte 2,5 - 7,5 kg",Broad Line Cats 2.5 to 7.5 kg,"spot-on, oplÃ¸sning","74,7+90+3,6+74,7 mg","3 x 0,9 ml",28105176912,0.000,,"2,700"
407973,Dilcor,Dilcor,depottabletter,60 mg,100 stk,28101371889,"60,000",MG,"100,000"
407986,Loxicom til katte,Loxicom for cats,oral suspension,"0,5 mg/ml",15 ml,28104563509,0.500,MGM,"15,000"
408013,Cimecodan,Cimecodan,tabletter,200 mg,60 stk. (blister),28101552393,"200,000",MG,"60,000"
408021,Cimecodan,Cimecodan,tabletter,200 mg,100 stk. (blister),28101552393,"200,000",MG,"100,000"
408039,Aureosup Vet.,Aureosup Vet.,oralt pulver,10%,12 kg,28101423791,"10,000",PC,"12,000"
408046,"Remifentanil ""B. Braun""","Remifentanil ""B. Braun""","pulver til koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning",1 mg,5  htgl.,28104641510,,,"5,000"
408054,DiTeKiPol,DTaP,"injektionsvÃ¦ske, suspension, fyldt injektionssprÃ¸jte",,"0,5 ml engangssprÃ¸jte",28101784395,,,0.500
408074,Norodine Vet.,Norodine Vet.,oral pasta,"288,3 + 58 mg/g",5 x 52 g,28101814696,,,"260,000"
408130,"Olanzapin ""Bluefish""","Olanzapine ""Blue Fish""",smeltetabletter,5 mg,28 stk. (blister),28104663110,"5,000",MG,"28,000"
408145,Xarelto,Xarelto,filmovertrukne tabletter,"2,5 mg",100 stk. (blister),28105038412,"2,500",MG,"100,000"
408173,Zinacef,Zinacef,"pulver til injektions- og infusionsvÃ¦ske, oplÃ¸sning","1,5 g","5 x 1,5 g",28105342913,"1,500",G,"7,500"
408194,Elocom,Elocom,salve,0.10%,50 g,28104095207,0.100,PC,"50,000"
408195,Cyklokapron,Cyklokapron,mikstur,100 MG/ML,250 ml,28100647974,"100,000",MGM,"250,000"
408260,Ampiclox Vet.,Ampiclox Vet.,intramammÃ¦r suspension,25 + 67 mg,6 x 125 ml,28101057780,,,"750,000"
408266,"Alprazolam ""Krka""","Alprazolam ""Krka""",depottabletter,1 mg,60 stk. (blister),28104879911,"1,000",MG,"60,000"
408286,Cimecodan,Cimecodan,tabletter,400 mg,30 stk. (blister),28101552493,"400,000",MG,"30,000"
408298,"Quetiapin ""Actavis""","Quetiapine ""Actavis""",filmovertrukne tabletter,200 mg,100 stk. (blister),28104228507,"200,000",MG,"100,000"
408302,Cimecodan,Cimecodan,tabletter,400 mg,60 stk. (blister),28101552493,"400,000",MG,"60,000"
408344,Unixan,Unixan,depottabletter,400 mg,30 stk. (blister),28101164083,"400,000",MG,"30,000"
408351,Cimecodan,Cimecodan,tabletter,800 mg,30 stk. (blister),28101552593,"800,000",MG,"30,000"
408369,Cimecodan,Cimecodan,tabletter,800 mg,60 stk. (blister),28101552593,"800,000",MG,"60,000"
408376,Fragmin,Fragmin,"injektionsvÃ¦ske, oplÃ¸sning, fyldt injektionssprÃ¸jte",12.500 anti-Xa IE/ml,"10 x 0,2 ml",28105091712,"12,500,000",XAM,"1,000"
408377,Pentasa,Pentasa,suppositorier,1 g,28 stk.,28101394390,"1,000",G,"28,000"
408393,Cimecodan,Cimecodan,tabletter,400 mg,100 stk. (blister),28101552493,"400,000",MG,"100,000"
408400,Depolan,Depolan,depottabletter,100 mg,100 stk. (blister),28103013698,"100,000",MG,"100,000"
408401,Travamulsion,Travamulsion,infusionsvÃ¦ske,100 MG/ML,12 fl. x 500 ml,28101183284,"100,000",MGM,"6,000,000"
408427,Genotropin,Genotropin,"pulver og solvens til injektionsvÃ¦ske, oplÃ¸sning","1,3 mg",1 x 4 IE,28101281286,"1,300",MG,"1,000"
408453,PegIntron,PegIntron,"pulver og solvens til injektionsvÃ¦ske, oplÃ¸sning","100 mikrogram/0,5 ml",4 penne + 4 kanyler + 8 serv.,28103080199,"200,000",RGM,"4,000"
408507,Xifaxan,Xifaxan,filmovertrukne tabletter,200 mg,12 stk. (blister),28105199112,"200,000",MG,"12,000"
408526,Procren Depot,Procren Depot,"pulver og solvens til injektionsvÃ¦ske, suspension","3,75 mg","3x3,75mg m.1 spr.+ 2 nÃ¥le(22g)",28101361289,"3,750",MG,"3,000"
408666,Berotec 200,Berotec 200,inhalationsaerosol,"0,2 mg/dosis",300 doser,28100645174,0.200,MGD,"300,000"
408724,Diproderm,Diproderm,salve,0.05%,Tube a 20 g,28100636573,0.050,PC,"20,000"
408732,Diproderm,Diproderm,salve,0.05%,Tube a 50 g,28100636573,0.050,PC,"50,000"
408740,Diproderm,Diproderm,salve,0.05%,100 g (tube),28100636573,0.050,PC,"100,000"
408757,Diproderm,Diproderm,kutanoplÃ¸sning,0.05%,20 ml,28100636473,0.050,PC,"20,000"
408765,Diproderm,Diproderm,kutanoplÃ¸sning,0.05%,50 ml,28100636473,0.050,PC,"50,000"
408773,Diproderm,Diproderm,kutanoplÃ¸sning,0.05%,100 ml,28100636473,0.050,PC,"100,000"
408790,Targretin,Targretin,"kapsler, blÃ¸de",75 mg,100 stk.  (Paranova),28103130199,"75,000",MG,"100,000"
408793,Stadaquel,Stadaquel,filmovertrukne tabletter,25 mg,100 stk. (blister),28104223707,"25,000",MG,"100,000"
408815,Dilcor,Dilcor,depottabletter,60 mg,1100 stk. (10x110),28101371889,"60,000",MG,"1,100,000"
408823,Virbagen Dha2p Vet.,Virbagen Dha2p Vet.,injektionssubstans + injektionsvÃ¦ske (vaccine),,50 x 1 ml (50 doser),28101314987,,,"50,000"
408848,AviPro THYMOVAC,AviPro THYMOVAC,lyofilisat til anvendelse i drikkevand,,500 doser,28104423208,0.000,,"500,000"
408861,Adalat LA,Adalat LA,depottabletter,20 mg,112 stk. (blister),28105058612,"20,000",MG,"112,000"
408864,Hexarese,Hexarese,tabletter,,30 stk.,28101287486,,,"30,000"
408888,"Donepezil ""Teva""","Donepezil ""Teva""",filmovertrukne tabletter,10 mg,30 stk. (blister),28103996906,"10,000",MG,"30,000"
408906,Titol,tÃ­tol,Ã¸jendrÃ¥ber,"2,5 mg/ml",10 x 5 ml,28101360789,"2,500",MGM,"50,000"
408922,Hexarese,Hexarese,tabletter,,100 stk.,28101287486,,,"100,000"
408927,"Levetiracetam ""Stada""","Levetiracetam ""Stada""",filmovertrukne tabletter,250 mg,100 stk. (blister),28104761510,"250,000",MG,"100,000"
408963,Hexarese,Hexarese,tabletter,,1000 stk. (10x100),28101287486,,,"1,000,000"
408971,Pentasa,Pentasa,suppositorier,1 g,112 stk. (4 x 28 stk.),28101394390,"1,000",G,"112,000"
408983,"Oxycodonhydrochlorid ""Lannacher""","Oxycodone Hydrochloride ""Lannacher""",depottabletter,10 mg,50 stk. (blister),28104442708,"10,000",MG,"50,000"
408989,Imacillin,Imacillin,tabletter,250 mg,20 stk.,28100638573,"250,000",MG,"20,000"
408997,Imacillin,Imacillin,tabletter,250 mg,30 stk.,28100638573,"250,000",MG,"30,000"
409003,Imacillin,Imacillin,tabletter,250 mg,40 stk.,28100638573,"250,000",MG,"40,000"
409011,Imacillin,Imacillin,tabletter,250 mg,100 stk.,28100638573,"250,000",MG,"100,000"
409019,Stronghold,Stronghold,"spot-on, oplÃ¸sning",60 mg,3 stk.,28103050498,"60,000",MGM,"3,000"
409060,Flunipam,Flunipam,tabletter,"0,5 mg",30 stk.,28101185984,0.500,MG,"30,000"
409078,Diflucan,Diflucan,pulver til oral suspension,10 mg/ml,35 ml,28101425491,"10,000",MGM,"35,000"
409100,"Azithromycin ""Jubilant""","Azithromycin ""Jubilant""",filmovertrukne tabletter,500 mg,2 stk. (blister),28104939911,"500,000",MG,"2,000"
409128,Quinodis,Quinodis,infusionsvÃ¦ske,4 mg/ml,1 x 100 ml,28101451591,"4,000",MGM,"100,000"
409136,CAPD/DPCA 2,CAPD / DPCA 2,peritonealdialysevÃ¦ske,,4 poser a 2500 ml andy plus,28101238485,,,"10,000,000"
409144,CAPD/DPCA 4,CAPD / DPCA 4,peritonealdialysevÃ¦ske,,4 poser a 2500 ml andy plus,28101238685,,,"10,000,000"
409193,Panodil,Panodil,filmovertrukne tabletter,500 mg,20 stk. (blister),28100636073,"500,000",MG,"20,000"
409201,Titol,tÃ­tol,Ã¸jendrÃ¥ber,5 mg/ml,10 x 5 ml,28101360889,"5,000",MGM,"50,000"
409268,Behepan,Behepan,tabletter,1 mg,100 stk.,28100923677,"1,000",MG,"100,000"
409284,Nalfon,Nalfon,kapsler,300 MG,50 stk.,28100634673,"300,000",MG,"50,000"
409292,Dipiperon,Dipiperon,tabletter,40 mg,10 x 40 stk.,28100560369,"40,000",MG,"400,000"
409300,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",400 mg Iod/ml,10 htgl. a 150 ml,28101557393,"400,000",MGM,"1,500,000"
409326,Flunipam,Flunipam,tabletter,1 mg,30 stk.,28101186084,"1,000",MG,"30,000"
409334,Capoten,Capoten,tabletter,"12,5 mg",98 stk.,28101219185,"12,500",MG,"98,000"
409335,Magnesium Diasporal,magnesium Diasporal,granulat til oral oplÃ¸sning,300 mg,50 stk.,28105140812,"300,000",MG,"50,000"
409359,Hexadilat,Hexadilat,"kapsler, blÃ¸de",10 mg,30 stk.,28101260186,"10,000",MG,"30,000"
409367,Kefzol,Kefzol,injektionssubstans,500 MG,1 htgl.,28100628073,"500,000",MG,"1,000"
409375,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",400 mg Iod/ml,10 htgl. a 50 ml,28101557393,"400,000",MGM,"500,000"
409382,"Pramipexole ""Teva""","Pramipexole ""Teva""",tabletter,"0,18 mg",100 stk. (blister),28104224607,0.180,MG,"100,000"
409383,Hexadilat,Hexadilat,filmovertrukne tabletter,20 mg,30 stk. (blister),28101260286,"20,000",MG,"30,000"
409391,Kefzol,Kefzol,injektionssubstans,1 G,1 htgl.,28100628173,"1,000",G,"1,000"
409409,Kefzol,Kefzol,injektionssubstans,1 G,10 htgl.,28100628173,"1,000",G,"10,000"
409417,Micardis,Micardis,tabletter,80 mg,28 stk. (blister),28101906897,"80,000",MG,"28,000"
409425,Rhinocort Turbuhaler,Rhinocort Turbuhaler,nÃ¦sepudder,100 mikgram/dosis,200 doser,28101431491,"100,000",RGD,"200,000"
409458,Vibramycin,Vibramycin,tabletter,100 mg,10 stk.,28101273086,"100,000",MG,"10,000"
409459,"Rizatriptan ""Glenmark""","Rizatriptan ""Glenmark""",smeltetabletter,5 mg,6 stk. (blister),28104670910,"5,000",MG,"6,000"
409466,Nebcina,Nebcina,"injektionsvÃ¦ske, oplÃ¸sning",40 mg/ml,10 htgl. x 2 ml,28100633173,"40,000",MGM,"20,000"
409474,Micardis,Micardis,tabletter,80 mg,98 stk. (blister),28101906897,"80,000",MG,"98,000"
409508,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",400 mg Iod/ml,10 htgl. a 75 ml,28101557393,"400,000",MGM,"750,000"
409516,Micardis,Micardis,tabletter,40 mg,28 stk. (blister),28101906797,"40,000",MG,"28,000"
409524,Imdur,Imdur,depottabletter,30 mg,28 stk.,28101495392,"30,000",MG,"28,000"
409540,Vibramycin,Vibramycin,tabletter,100 mg,15 stk.,28101273086,"100,000",MG,"15,000"
409565,Cardicor,Cardicor,filmovertrukne tabletter,"2,5 mg",28 stk. (blister),28103097999,"2,500",MG,"28,000"
409632,Marevan,Marevan,tabletter,"2,5 mg",100 stk,28101005764,"2,500",MG,"100,000"
409722,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",400 mg Iod/ml,10 htgl. a 100 ml,28101557393,"400,000",MGM,"1,000,000"
409730,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",350 mg Iod/ml,10 htgl. a 100 ml,28101557293,"350,000",MGM,"1,000,000"
409745,Xeplion,Xeplion,"depotinjektionsvÃ¦ske, suspension",100 mg,1 sÃ¦t,28104641310,"100,000",MG,"1,000"
409748,Imdur,Imdur,depottabletter,30 mg,98 stk.,28101495392,"30,000",MG,"98,000"
409755,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",350 mg Iod/ml,10 htgl. a 150 ml,28101557293,"350,000",MGM,"1,500,000"
409763,Micardis,Micardis,tabletter,40 mg,98 stk. (blister),28101906797,"40,000",MG,"98,000"
409789,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",350 mg Iod/ml,10 htgl. a 200 ml,28101557293,"350,000",MGM,"2,000,000"
409797,Camalox,Camalox,tyggetabletter,,30 stk.,28100662275,,,"30,000"
409801,"Tolterodintartrat ""Teva""","Tolterodine ""Teva""","depotkapsler, hÃ¥rde",4 mg,100 stk. (blister),28104892611,"4,000",MG,"100,000"
409805,Camalox,Camalox,tyggetabletter,,100 stk.,28100662275,,,"100,000"
409809,"Sumatriptan ""Bluefish""","Sumatriptan ""Blue Fish""",tabletter,100 mg,18 stk. (blister),28104078407,"100,000",MG,"18,000"
409810,"Medicinsk Luft ""Air Liquide"" 100 %","Medical Air ""Air Liquide"" 100%","medicinsk gas, komprimeret",100%,40 l (stÃ¥l.),28104922711,"100,000",PC,"40,000"
409821,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",300 mg Iod/ml,10 htgl. a 200 ml,28101557193,"300,000",MGM,"2,000,000"
409839,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",350 mg Iod/ml,10 htgl. a 20 ml,28101557293,"350,000",MGM,"200,000"
409847,Plendil,Plendil,depottabletter,"2,5 mg",28 stk. (blister),28101462991,"2,500",MG,"28,000"
409854,Aspirin,Aspirin,tyggetabletter,500 mg,10 stk.,28101482191,"500,000",MG,"10,000"
409855,"Tolterodin ""Mylan""","Tolterodine ""Mylan""","depotkapsler, hÃ¥rde",4 mg,28 stk. (blister),28104790010,"4,000",MG,"28,000"
409862,Alpoxen,Alpoxen,tabletter,375 mg,30 stk.,28101319487,"375,000",MG,"30,000"
409866,Ebixa,Ebixa,filmovertrukne tabletter,10 mg,100 stk. (blister) (COPHARMA),28103322501,"10,000",MG,"100,000"
409912,Triatec,Triatec,tabletter,"2,5 mg",28 stk. (blister),28101789395,"2,500",MG,"28,000"
409920,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",350 mg Iod/ml,10 htgl. a 50 ml,28101557293,"350,000",MGM,"500,000"
409927,Betmiga,Betmiga,depottabletter,50 mg,90 stk. (blister),28104983411,"50,000",MG,"90,000"
409938,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",300 mg Iod/ml,10 htgl. a 75 ml,28101557193,"300,000",MGM,"750,000"
409946,Insulin Monotard,insulin Monotard,injektionsvÃ¦ske,40 I.E./ML,5 htgl. a 10 ml,28100638773,"40,000",IUM,"50,000"
409947,Fosrenol,Fosrenol,tyggetabletter,500 mg,90 stk.,28105034212,"500,000",MG,"90,000"
409953,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",300 mg Iod/ml,10 htgl. a 100 ml,28101557193,"300,000",MGM,"1,000,000"
409961,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",300 mg Iod/ml,10 htgl. a 150 ml,28101557193,"300,000",MGM,"1,500,000"
409977,"Quetiapin ""Accord""","Quetiapine ""Accord""",filmovertrukne tabletter,25 mg,100 stk. (blister),28104544309,"25,000",MG,"100,000"
409979,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",250 mg Iod/ml,10 htgl. a 200 ml,28101557093,"250,000",MGM,"2,000,000"
410027,Minirin,Minirin,"nÃ¦sedrÃ¥ber, oplÃ¸sning","0,1 mg/ml","1 fl. a 2,5 ml + rhinyleslange",28100606772,0.100,MGM,"2,500"
410031,"Diazepam ""DAK""","Diazepam ""DAK""",tabletter,5 mg,100 stk.,28100903776,"5,000",MG,"100,000"
410040,Strattera,Strattera,"kapsler, hÃ¥rde",80 mg,28 stk. (blister),28104856311,"80,000",MG,"28,000"
410050,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",300 mg Iod/ml,10 htgl. a 20 ml,28101557193,"300,000",MGM,"200,000"
410073,Airomir Autohaler,Airomir Autohaler,"inhalationsspray, suspension","0,1 mg/dosis",200 doser,28105276613,0.100,MGD,"200,000"
410076,Accupro,Accupro,filmovertrukne tabletter,5 mg,28 stk. (blister),28101384689,"5,000",MG,"28,000"
410077,Maxalt Smelt,Maxalt,frysetÃ¸rret tablet,5 mg,6 stk. (blister),28103008198,"5,000",MG,"6,000"
410083,"Candesartan ""Orion""","Candesartan ""Orion""",tabletter,32 mg,98 stk. (blister),28104729010,,,"98,000"
410084,Triatec,Triatec,tabletter,"2,5 mg",98 stk.,28101789395,"2,500",MG,"98,000"
410100,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",300 mg Iod/ml,10 htgl. a 50 ml,28101557193,"300,000",MGM,"500,000"
410126,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",200 mg Iod/ml,10 htgl a 100 ml,28101556993,"200,000",MGM,"1,000,000"
410134,Orelox,Orelox,filmovertrukne tabletter,100 mg,20 stk. (blister),28101413090,"100,000",MG,"20,000"
410146,"Atorvastatin ""Tabs n Caps""","Atorvastatin ""Tabs n Caps""",filmovertrukne tabletter,20 mg,98 stk. (blister),28104812610,"20,000",MG,"98,000"
410156,Nicovel Mint,Nicovel Mint,medicinsk tyggegummi,2 mg,24 stk. (blister),28104941911,"2,000",MG,"24,000"
410159,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",250 mg Iod/ml,10 htgl. a 50 ml,28101557093,"250,000",MGM,"500,000"
410167,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",250 mg Iod/ml,10 htgl. a 100 ml,28101557093,"250,000",MGM,"1,000,000"
410175,Plendil,Plendil,depottabletter,"2,5 mg",100 stk.,28101462991,"2,500",MG,"100,000"
410200,"Gliclazid ""A-Pharma""","Gliclazide ""A-Pharma""",tabletter med modificeret udlÃ¸sning,30 mg,180 stk. (blister),28105073312,"30,000",MG,"180,000"
410209,Accupro,Accupro,filmovertrukne tabletter,5 mg,98 stk. (blister),28101384689,"5,000",MG,"98,000"
410266,Accupro,Accupro,tabletter,10 mg,28 stk. (blister),28101342888,"10,000",MG,"28,000"
410280,Breakyl,Breakyl,bukkalfilm,400 mikrogram,28 stk.,28104323208,"400,000",RG,"28,000"
410282,Logimax,Logimax,depottabletter,5 mg + 50 mg,28 stk.,28101463191,,,"28,000"
410290,Bricanyl Turbuhaler,Bricanyl Turbuhaler,inhalationspulver,"0,5 mg/dosis",200 doser,28101282986,0.500,MGD,"200,000"
410308,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",150 mg Iod/ml,10 htgl. a 50 ml,28101556893,"150,000",MGM,"500,000"
410316,Accupro,Accupro,tabletter,10 mg,98 stk. (blister),28101342888,"10,000",MG,"98,000"
410323,"Venlafaxin ""2care4""","Venlafaxine ""2care4""","depotkapsler, hÃ¥rde",150 mg,100 stk. (blister),28105216413,"150,000",MG,"100,000"
410332,Logimax,Logimax,depottabletter,5 mg + 50 mg,100 stk.,28101463191,,,"100,000"
410343,Valsavil HCT,Valsavil HCT,filmovertrukne tabletter,"80+12,5 mg",98 stk. (blister),28104443708,0.000,,"98,000"
410357,"Carboplatin ""Pfizer""","Carboplatin ""Pfizer""","koncentrat til infusionsvÃ¦ske, oplÃ¸sning",10 mg/ml,5 ml,28101553493,"10,000",MGM,"5,000"
410368,Marcaine,Marcaine,"injektionsvÃ¦ske, oplÃ¸sning",5 mg/ml,5 x 20 ml,28105283513,"5,000",MGM,"100,000"
410381,Fluvet Vet.,Fluvet Vet.,injektionsvÃ¦ske,"0,5 mg/ml",20x20 ml,28101041680,0.500,MGM,"400,000"
410382,Spiron,Spiron,tabletter,100 mg,100 stk.,28104925811,"100,000",MG,"100,000"
410391,"Medicinsk Oxygen ""Air Liquide"" 100 %","Medical Oxygen ""Air Liquide"" 100%","medicinsk gas, komprimeret",100%,15 l (trykreg./Compact),28104922511,"100,000",PC,"15,000"
410407,"Carboplatin ""Pfizer""","Carboplatin ""Pfizer""","koncentrat til infusionsvÃ¦ske, oplÃ¸sning",10 mg/ml,15 ml,28101553493,"10,000",MGM,"15,000"
410430,"Omeprazol ""Matrix Pharmaceuticals""","Omeprazole ""Matrix Pharmaceuticals""","enterokapsler, hÃ¥rde",20 mg,100 stk.,28104964411,"20,000",MG,"100,000"
410449,"Carboplatin ""Pfizer""","Carboplatin ""Pfizer""","koncentrat til infusionsvÃ¦ske, oplÃ¸sning",10 mg/ml,45 ml,28101553493,"10,000",MGM,"45,000"
410456,"Ketoprofen Retard ""NM""","Ketoprofen Retard ""NM""",depotkapsler,200 mg,10 stk. (blister),28101547293,"200,000",MG,"10,000"
410472,"Ketoprofen Retard ""NM""","Ketoprofen Retard ""NM""",depotkapsler,200 mg,30 stk. (blister),28101547293,"200,000",MG,"30,000"
410498,"Ketoprofen Retard ""NM""","Ketoprofen Retard ""NM""",depotkapsler,200 mg,100 stk. (blister),28101547293,"200,000",MG,"100,000"
410506,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",150 mg Iod/ml,10 htgl. a 100 ml,28101556893,"150,000",MGM,"1,000,000"
410514,Iomeron,Iomeron,"injektionsvÃ¦ske, oplÃ¸sning",200 mg Iod/ml,10 htgl. a 50 ml,28101556993,"200,000",MGM,"500,000"
410530,"Ketoprofen Retard ""NM""","Ketoprofen Retard ""NM""",depotkapsler,100 mg,10 stk. (blister),28101547193,"100,000",MG,"10,000"
410559,"Oxycodonhydrochlorid ""Actavis""","Oxycodone Hydrochloride ""Actavis""","kapsler, hÃ¥rde",5 mg,100 stk. (blister),28105004311,"5,000",MG,"100,000"
410574,"Remifentanil ""Actavis""","Remifentanil ""Actavis""","pulver til koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning",2 mg,5 stk.,28104556909,,,"5,000"
410593,Draxxin,Draxxin,"injektionsvÃ¦ske, oplÃ¸sning",100 mg/ml,50 ml (ChemVet),28103444102,"100,000",MGM,"50,000"
410602,"Dorzolamid/Timolol ""Teva""","Dorzolamide / Timolol ""Teva""","Ã¸jendrÃ¥ber, oplÃ¸sning",20+5 mg/ml,3 x 5 ml,28104334208,0.000,,"15,000"
410668,Valdoxan,Valdoxan,filmovertrukne tabletter,25 mg,28 stk. (blister) (Pharmacodane),28104219507,"25,000",MG,"28,000"
410670,Mandolgin,Mandolgin,drÃ¥ber,100 mg/ml,20 ml,28101806196,"100,000",MGM,"20,000"
410676,"Oxycodone ""Orifarm""","Oxycodone ""Orifarm""",depottabletter,80 mg,50 stk. (blister),28104457508,"80,000",MG,"50,000"
410689,"Fentanyl ""Orion""","Fentanyl ""Orion""",depotplastre,12 mikrogram/time,8 stk.,28104388008,"12,000",RGT,"8,000"
410738,Accupro,Accupro,filmovertrukne tabletter,20 mg,98 stk. (blister),28101342988,"20,000",MG,"98,000"
410746,Bristamycin,Bristamycin,tabletter,250 mg,40 stk,28100636273,"250,000",MG,"40,000"
410753,Bristamycin,Bristamycin,tabletter,250 mg,100 stk,28100636273,"250,000",MG,"100,000"
410793,Tetralysal,Tetralysal,"kapsler, hÃ¥rde",300 mg,112 stk. (blister),28104989111,"300,000",MG,"112,000"
410811,"Ketoprofen Retard ""NM""","Ketoprofen Retard ""NM""",depotkapsler,100 mg,30 stk. (blister),28101547193,"100,000",MG,"30,000"
410818,Nuvaring,NuvaRing,vaginalindlÃ¦g,120+15 mikg/24 timer,3 stk.,28104957911,,,"3,000"
410829,"Ketoprofen Retard ""NM""","Ketoprofen Retard ""NM""",depotkapsler,100 mg,100 stk. (blister),28101547193,"100,000",MG,"100,000"
410836,Femanor,Femanor,filmovertrukne tabletter,1+2 mg,84 stk. (3 x 28) (blister),28103713404,,,"84,000"
410910,Vamin 9 G N/l,Vamin 9 g N / l,infusionsvÃ¦ske,7%,10x500 ml,28100677075,"7,000",PC,"5,000,000"
410936,Vamin Glukos,Vamin glukos,infusionsvÃ¦ske,,6x100 ml,28100642669,,,"600,000"
410944,Vamin Glukos,Vamin glukos,infusionsvÃ¦ske,,10x500 ml,28100642669,,,"5,000,000"
410951,Minprostin,Minprostin,vagitorier,3 mg,4 stk.,28101211585,"3,000",MG,"4,000"
410957,Mucomyst,Mucomyst,brusetabletter,200 mg,25 stk.,28101080281,"200,000",MG,"25,000"
410969,Tramazin Forte Vet.,Tramazin Forte Vet.,granulat,12%,5 kg,28101256186,"12,000",PC,"5,000"
410993,Novamet,Novamet,brusetabletter,800 mg,10 x 15 stk.,28101332388,"800,000",MG,"150,000"
411025,"Azatioprin ""NM""","Azathioprine ""NM""",filmovertrukne tabletter,10 mg,100 stk.,28101323688,"10,000",MG,"100,000"
