atc_concept_code,atc_concept_name,atc_concept_id,ingredient_concept_code,ingredient_concept_name,ingredient_concept_id,standard_concept,relationship_ids,n_relationships
A01AA51,"sodium fluoride, combinations",21600010,34316,potassium nitrate,927322,S,Inferred class of,1
A01AA51,"sodium fluoride, combinations",21600010,11377,Xylitol,19010496,S,Inferred class of,1
B05XA14,sodium glycerophosphate,21601209,1595589,Sodium glycerophosphate,45892326,S,"ATC - RxNorm,Maps to",2
B05XA14,sodium glycerophosphate,21601209,1423803,GLYCERYL PHOSPHATE,43526717,S,Inferred class of,1
D08AX07,sodium hypochlorite,21602258,9881,Sodium Hypochlorite,1769774,,"ATC - RxNorm,Inferred class of",2
V09FX02,sodium iodide (123I),21605506,91531,Sodium iodide I123,19135933,S,"ATC - RxNorm,Maps to",2
V09CX01,sodium iodohippurate (123I),21605470,91551,Iodohippurate I123 sodium,19135938,,ATC - RxNorm,1
V08AC08,sodium iopodate,21605406,5976,Ipodate,19081385,S,Inferred class of,1
V08AC08,sodium iopodate,21605406,9887,Ipodate Sodium,19136057,,ATC - RxNorm,1
V09CX03,sodium iothalamate (125I),21605472,91537,Iothalamate sodium I125,19135935,S,"ATC - RxNorm,Maps to",2
A12CD02,sodium monofluorophosphate,21600906,56501,Sodium monofluorophosphate,19116899,,ATC - RxNorm,1
A01AA02,sodium monofluorophosphate,21600006,56501,Sodium monofluorophosphate,19116899,,ATC - RxNorm,1
V03AB08,sodium nitrite,21605236,9894,Sodium Nitrite,19069907,S,"ATC - RxNorm,Inferred class of,Maps to",3
N07XX04,sodium oxybate,21604844,9899,Sodium Oxybate,769935,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01AX11,sodium oxybate,21604215,9899,Sodium Oxybate,769935,S,"ATC - RxNorm,Inferred class of,Maps to",3
A01AB19,sodium perborate,21600029,36702,sodium perborate,19039877,S,"ATC - RxNorm,Inferred class of,Maps to",3
A16AX03,sodium phenylbutyrate,21600954,81647,phenylbutyrate,1539954,S,Inferred class of,1
A16AX03,sodium phenylbutyrate,21600954,214837,Sodium phenylbutyrate,19048721,,ATC - RxNorm,1
B05XA09,sodium phosphate,21601204,36709,sodium phosphate,939871,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AD17,sodium phosphate,21600577,236719,"Sodium Phosphate, Dibasic",991710,S,Inferred class of,1
A06AD17,sodium phosphate,21600577,36709,sodium phosphate,939871,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AG01,sodium phosphate,21600584,36709,sodium phosphate,939871,S,"ATC - RxNorm,Inferred class of,Maps to",3
V10XX01,sodium phosphate (32P),21605591,91559,Sodium phosphate P32,19135940,S,"ATC - RxNorm,Maps to",2
A06AB08,sodium picosulfate,21600545,33688,picosulfate sodium,19025115,S,"ATC - RxNorm,Maps to",2
S01AX10,sodium propionate,21603604,56513,Sodium propionate,19078151,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02BA04,sodium salicylate,21604308,9525,Salicylic Acid,964407,S,Inferred class of,1
N02BA04,sodium salicylate,21604308,9907,Sodium Salicylate,19136064,,ATC - RxNorm,1
A12CE01,sodium selenate,21600909,36717,sodium selenate,40171076,S,"ATC - RxNorm,Maps to",2
A12CE02,sodium selenite,21600910,56519,Sodium Selenite,19117039,,ATC - RxNorm,1
P01CB02,sodium stibogluconate,21604916,8010,Sodium Stibogluconate,19131064,S,"ATC - RxNorm,Inferred class of,Maps to",3
A12CA02,sodium sulfate,21600887,36721,sodium sulfate,939976,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AD13,sodium sulfate,21600573,36721,sodium sulfate,939976,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AD21,sodium tartrate,21600580,56524,Sodium tartrate,19117078,S,"ATC - RxNorm,Maps to",2
C05BB04,sodium tetradecyl sulfate,21601646,9913,Sodium Tetradecyl Sulfate,19070012,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AX15,sofosbuvir,45893464,1484911,sofosbuvir,44785094,S,"ATC - RxNorm,Maps to",2
G04BD08,solifenacin,21602641,322167,Solifenacin,916005,S,"ATC - RxNorm,Inferred class of,Maps to",3
V04CD05,somatorelin,21605312,236901,Somatorelin,19056701,S,"ATC - RxNorm,Inferred class of,Maps to",3
H01CB01,somatostatin,21602715,9939,Somatostatin,19136066,S,"ATC - RxNorm,Maps to",2
H01AC02,somatrem,21602691,56570,somatrem,1578181,S,"ATC - RxNorm,Inferred class of,Maps to",3
H01AC01,somatropin,21602690,61148,Somatropin,1584910,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XE05,sorafenib,21603776,495881,sorafenib,1363387,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AD18,sorbitol,21600578,9945,Sorbitol,970011,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AG07,sorbitol,21600589,9945,Sorbitol,970011,S,"ATC - RxNorm,Inferred class of,Maps to",3
B05CX02,sorbitol,21601187,9945,Sorbitol,970011,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AD18,sorbitol,21600578,5924,Inulin,980478,S,Inferred class of,1
V04CC01,sorbitol,21605304,9945,Sorbitol,970011,S,"ATC - RxNorm,Inferred class of,Maps to",3
C07AA07,sotalol,21601672,9947,Sotalol,1370109,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01MA09,sparfloxacin,21603016,18469,sparfloxacin,1733765,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01XX04,spectinomycin,21603064,270,Spectinomycin,1701651,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01FA02,spiramycin,21602971,9991,Spiramycin,19070251,S,"ATC - RxNorm,Inferred class of,Maps to",3
C09AA11,spirapril,21601795,36908,spirapril,19040051,S,"ATC - RxNorm,Inferred class of,Maps to",3
C03DA01,spironolactone,21601534,9997,Spironolactone,970250,S,"ATC - RxNorm,Inferred class of,Maps to",3
A01AA04,stannous fluoride,21600008,10030,Stannous Fluoride,1036094,S,"ATC - RxNorm,Inferred class of,Maps to",3
A14AA02,stanozolol,21600918,10032,Stanozolol,1636145,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AF04,stavudine,21603163,59763,Stavudine,1781406,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AC03,sterculia,21600557,6111,Karaya Gum,19084915,S,"ATC - RxNorm,Maps to",2
B01AD01,streptokinase,21601007,10106,Streptokinase,19136187,S,"ATC - RxNorm,Inferred class of,Maps to",3
A07AA04,streptomycin,21600606,10109,Streptomycin,1836191,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01GA01,streptomycin,21602992,10109,Streptomycin,1836191,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01AD04,streptozocin,21601410,10114,Streptozocin,19136210,S,"ATC - RxNorm,Inferred class of,Maps to",3
V10BX01,strontium (89Sr) chloride,21605582,81638,Strontium-89,19132890,S,"ATC - RxNorm,Maps to",2
M03BA04,styramate,21604096,89818,Styramate,19059202,S,"ATC - RxNorm,Maps to",2
A07AB04,succinylsulfathiazole,21600619,37289,succinylsulfathiazole,19100415,S,"ATC - RxNorm,Maps to",2
A02BX02,sucralfate,21600111,10156,Sucralfate,1036228,S,"ATC - RxNorm,Inferred class of,Maps to",3
V03AE05,sucroferric oxyhydroxide,44819164,1484283,sucroferric oxyhydroxide,44785066,S,"ATC - RxNorm,Maps to",2
N01AH03,sufentanil,21604203,56795,Sufentanil,19078219,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CG01,sulbactam,21602859,10167,Sulbactam,1836241,S,"ATC - RxNorm,Maps to",2
J01CA16,sulbenicillin,21602835,10168,Sulbenicillin,19000817,S,"ATC - RxNorm,Maps to",2
A11DA02,sulbutiamine,21600826,37317,sulbutiamine,19100417,S,"ATC - RxNorm,Inferred class of,Maps to",3
D01AC09,sulconazole,21601928,37319,sulconazole,940535,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01AB04,sulfacetamide,21603583,10169,Sulfacetamide,1036252,S,"ATC - RxNorm,Inferred class of,Maps to",3
D10AF06,sulfacetamide,45893473,10169,Sulfacetamide,1036252,S,"ATC - RxNorm,Maps to",2
J01EC02,sulfadiazine,21602946,10171,Sulfadiazine,1836391,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01ED01,sulfadimethoxine,21602950,10172,Sulfadimethoxine,19000818,S,"ATC - RxNorm,Maps to",2
J01EB03,sulfadimidine,21602937,10178,Sulfamethazine,19136429,S,"ATC - RxNorm,Maps to",2
S01AB02,sulfafurazole,21603581,10207,Sulfisoxazole,1836503,S,"ATC - RxNorm,Maps to",2
J01EB05,sulfafurazole,21602939,10207,Sulfisoxazole,1836503,S,"ATC - RxNorm,Inferred class of,Maps to",3
A07AB03,sulfaguanidine,21600618,10174,Sulfaguanidine,19000819,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01EB01,sulfaisodimidine,21602935,10206,Sulfisomidine,19000821,S,"ATC - RxNorm,Maps to",2
J01ED02,sulfalene,21602951,10175,Sulfalene,19136423,S,"ATC - RxNorm,Inferred class of,Maps to",3
D06BA06,sulfamerazine,21602080,10176,Sulfamerazine,19136426,S,"ATC - RxNorm,Maps to",2
J01ED07,sulfamerazine,21602956,10176,Sulfamerazine,19136426,S,"ATC - RxNorm,Maps to",2
D06BA04,sulfamethizole,21602078,10179,Sulfamethizole,1036425,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01AB01,sulfamethizole,21603580,10179,Sulfamethizole,1036425,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01EB02,sulfamethizole,21602936,10179,Sulfamethizole,1036425,S,"ATC - RxNorm,Inferred class of,Maps to",3
B05CA04,sulfamethizole,21601172,10179,Sulfamethizole,1036425,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01EC01,sulfamethoxazole,21602945,10180,Sulfamethoxazole,1836430,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01ED05,sulfamethoxypyridazine,21602954,10181,Sulfamethoxypyridazine,19000820,S,"ATC - RxNorm,Maps to",2
J01EC03,sulfamoxole,21602947,10183,Sulfamoxole,19136481,S,"ATC - RxNorm,Maps to",2
D06BA05,sulfanilamide,21602079,10184,Sulfanilamide,1036475,S,"ATC - RxNorm,Maps to",2
J01EB06,sulfanilamide,21602940,10184,Sulfanilamide,1036475,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01EB04,sulfapyridine,21602938,10188,Sulfapyridine,19136493,S,"ATC - RxNorm,Inferred class of,Maps to",3
A07EC01,sulfasalazine,21600663,9524,Sulfasalazine,964339,S,"ATC - RxNorm,Inferred class of,Maps to",3
D06BA02,sulfathiazole,21602076,10193,sulfathiazole,1036487,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01EB07,sulfathiazole,21602941,10193,sulfathiazole,1036487,S,"ATC - RxNorm,Inferred class of,Maps to",3
M04AB02,sulfinpyrazone,21604137,10205,Sulfinpyrazone,1236493,S,"ATC - RxNorm,Inferred class of,Maps to",3
V04CE02,sulfobromophthalein,21605315,10212,Sulfobromophthalein,19000826,S,"ATC - RxNorm,Inferred class of,Maps to",3
D10AB02,sulfur,21602289,10169,Sulfacetamide,1036252,S,Inferred class of,1
D10AB02,sulfur,21602289,10223,Sulfur,1036525,S,"ATC - RxNorm,Inferred class of,Maps to",3
V08DA05,sulfur hexafluoride,21605443,1599276,Sulfur Hexafluoride,45892833,S,"ATC - RxNorm,Maps to",2
M01AB02,sulindac,21603942,10237,Sulindac,1236607,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05AL01,sulpiride,21604548,10239,Sulpiride,19136626,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CR04,sultamicillin,21602865,37415,sultamicillin,19040627,S,"ATC - RxNorm,Inferred class of,Maps to",3
N03AX03,sultiame,21604429,10240,sulthiame,19000921,S,"ATC - RxNorm,Maps to",2
N05AL02,sultopride,21604549,37416,sultopride,19100431,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02CC01,sumatriptan,21604376,37418,Sumatriptan,1140643,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XE04,sunitinib,21603775,357977,sunitinib,1336539,S,"ATC - RxNorm,Inferred class of,Maps to",3
M01AE07,suprofen,21603973,10255,Suprofen,1036636,S,"ATC - RxNorm,Inferred class of,Maps to",3
M03AB01,suxamethonium,21604076,10154,Succinylcholine,836208,S,"ATC - RxNorm,Inferred class of,Maps to",3
D05AX04,tacalcitol,21602041,291204,Tacalcitol,19008361,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06DA01,tacrine,21604794,10318,Tacrine,836654,S,"ATC - RxNorm,Inferred class of,Maps to",3
L04AD02,tacrolimus,21603925,42316,Tacrolimus,950637,S,"ATC - RxNorm,Inferred class of,Maps to",3
D11AH01,tacrolimus,21602338,42316,Tacrolimus,950637,S,"ATC - RxNorm,Inferred class of,Maps to",3
G04BE08,tadalafil,21602653,358263,tadalafil,1336926,S,"ATC - RxNorm,Inferred class of,Maps to",3
N07XX08,tafamidis,40252554,1545063,tafamidis,45774701,S,"ATC - RxNorm,Maps to",2
S01EE05,tafluprost,21603714,1244607,tafluprost,42709325,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CA15,talampicillin,21602834,10322,Talampicillin,19002077,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05CA07,talbutal,21604614,89810,talbutal,19059149,S,"ATC - RxNorm,Inferred class of,Maps to",3
A16AB11,taliglucerase alfa,40252350,1291609,taliglucerase alfa,42800246,S,"ATC - RxNorm,Inferred class of,Maps to",3
C07AB13,talinolol,21601695,37546,talinolol,19100435,S,"ATC - RxNorm,Inferred class of,Maps to",3
L02BA01,tamoxifen,21603831,10324,Tamoxifen,1436678,S,"ATC - RxNorm,Inferred class of,Maps to",3
G04CA02,tamsulosin,21602669,77492,tamsulosin,924566,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02AX06,tapentadol,21604301,787390,tapentadol,19026459,S,"ATC - RxNorm,Inferred class of,Maps to",3
L03AX11,tasonermin,21603884,283746,TASONERMIN,19071159,S,"ATC - RxNorm,Inferred class of,Maps to",3
D05AX05,tazarotene,21602042,83947,tazarotene,947416,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CG02,tazobactam,21602860,37617,tazobactam,1741122,S,"ATC - RxNorm,Maps to",2
V09IA06,technetium (99mTc) arcitumomab,21605543,230435,technetium Tc 99m arcitumomab,19054914,S,"ATC - RxNorm,Maps to",2
V09AA02,technetium (99mTc) bicisate,21605448,114918,technetium Tc 99m bicisate,19011066,S,"ATC - RxNorm,Maps to",2
V09DA01,technetium (99mTc) disofenin,21605476,37665,Technetium Tc 99m Disofenin,19100437,S,"ATC - RxNorm,Maps to",2
V09AA01,technetium (99mTc) exametazime,21605447,1431726,Technetium Tc 99m Exametazime,43533114,S,"ATC - RxNorm,Maps to",2
V09FX01,technetium (99mTc) pertechnetate,21605505,1489762,Technetium Tc 99m Pertechnetate,44814442,S,"ATC - RxNorm,Maps to",2
V09GA01,technetium (99mTc) sestamibi,21605511,1482913,Technetium Tc 99m Sestamibi,44784981,S,"ATC - RxNorm,Maps to",2
V09DB05,technetium (99mTc) sulfur colloid,21605486,1423270,Technetium Tc 99m Sulfur Colloid,43526990,S,"ATC - RxNorm,Maps to",2
A16AX08,teduglutide,40252359,1364468,teduglutide,43013171,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01BC03,tegafur,21601437,4582,Tegafur,19056756,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AX06,tegaserod,43534744,139778,tegaserod,916943,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01XA02,teicoplanin,21603044,57021,Teicoplanin,19078399,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AE11,telaprevir,40251867,1102261,telaprevir,40239330,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01XA03,telavancin,21603045,473837,telavancin,40166675,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AF11,telbivudine,21603170,474128,telbivudine,1758392,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01FA15,telithromycin,21602983,274786,telithromycin,1702911,S,"ATC - RxNorm,Inferred class of,Maps to",3
C09CA07,telmisartan,21601830,73494,telmisartan,1317640,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01MA05,temafloxacin,21603012,37771,temafloxacin,19041153,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05CD07,temazepam,21604642,10355,Temazepam,836715,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CA17,temocillin,21602836,37775,temocillin,19100438,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XD05,temoporfin,21603769,115243,temoporfin,19011067,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01AX03,temozolomide,21601419,37776,temozolomide,1341149,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XE09,temsirolimus,21603780,657797,temsirolimus,19092845,S,"ATC - RxNorm,Inferred class of,Maps to",3
B01AD11,tenecteplase,21601017,259280,Tenecteplase,19098548,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01CB02,teniposide,21603719,10362,Teniposide,19136750,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AF07,tenofovir disoproxil,21603166,300195,tenofovir disoproxil,1710281,S,"ATC - RxNorm,Inferred class of,Maps to",3
P01AX08,tenonitrozole,21604881,236186,TENONITROZOLE,19055842,S,"ATC - RxNorm,Inferred class of,Maps to",3
M01AC02,tenoxicam,21603962,37790,tenoxicam,19041220,S,"ATC - RxNorm,Inferred class of,Maps to",3
G04CA03,terazosin,21602670,37798,Terazosin,1341238,S,"ATC - RxNorm,Inferred class of,Maps to",3
D01AE15,terbinafine,21601954,37801,terbinafine,1741309,S,"ATC - RxNorm,Inferred class of,Maps to",3
D01BA02,terbinafine,21601967,37801,terbinafine,1741309,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03AC03,terbutaline,21603257,10368,Terbutaline,1236744,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03CC03,terbutaline,21603313,10368,Terbutaline,1236744,S,"ATC - RxNorm,Inferred class of,Maps to",3
G01AG02,terconazole,21602409,37806,terconazole,941472,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AX12,terfenadine,21603513,42330,Terfenadine,1150836,S,"ATC - RxNorm,Inferred class of,Maps to",3
L04AA31,teriflunomide,43534822,1310520,teriflunomide,42900584,S,"ATC - RxNorm,Inferred class of,Maps to",3
H05AA02,teriparatide,21602783,32915,Teriparatide,1521987,S,"ATC - RxNorm,Inferred class of,Maps to",3
J04AK03,terizidone,21603112,57047,terizidone,19078424,S,"ATC - RxNorm,Inferred class of,Maps to",3
H01BA04,terlipressin,21602702,57048,terlipressin,19119253,S,"ATC - RxNorm,Inferred class of,Maps to",3
G04BD05,terodiline,21602638,37815,terodiline,19100440,S,"ATC - RxNorm,Inferred class of,Maps to",3
C07AA16,tertatolol,21601676,37840,tertatolol,19100451,S,"ATC - RxNorm,Inferred class of,Maps to",3
H01AC06,tesamorelin,40254881,1044584,tesamorelin,40231628,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03BA03,testosterone,21602510,10379,Testosterone,1636780,S,"ATC - RxNorm,Inferred class of,Maps to",3
J06AA02,tetanus antitoxin,21601249,10385,Tetanus Antitoxin,19002895,,ATC - RxNorm,1
J06BB02,tetanus immunoglobulin,21601260,91603,"Tetanus immune globulin, human",561401,S,"ATC - RxNorm,Inferred class of,Maps to",3
J07AM01,tetanus toxoid,21601316,798306,"tetanus toxoid vaccine, inactivated",529411,S,"ATC - RxNorm,Inferred class of,Maps to",3
N07XX06,tetrabenazine,21604846,10390,Tetrabenazine,836877,S,"ATC - RxNorm,Inferred class of,Maps to",3
C05AD02,tetracaine,21601619,10391,Tetracaine,1036884,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01HA03,tetracaine,21605100,10391,Tetracaine,1036884,S,"ATC - RxNorm,Inferred class of,Maps to",3
D04AB06,tetracaine,21602025,19861,butamben,939726,S,Inferred class of,1
D04AB06,tetracaine,21602025,10391,Tetracaine,1036884,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01BA03,tetracaine,21604224,10391,Tetracaine,1036884,S,"ATC - RxNorm,Inferred class of,Maps to",3
H01AA02,tetracosactide,21602686,2890,Cosyntropin,19008009,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01AA09,tetracycline,21603560,10395,Tetracycline,1836948,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01AA07,tetracycline,21602805,10395,Tetracycline,1836948,S,"ATC - RxNorm,Inferred class of,Maps to",3
S02AA08,tetracycline,21605154,10395,Tetracycline,1836948,S,"ATC - RxNorm,Maps to",2
S03AA02,tetracycline,21605191,10395,Tetracycline,1836948,S,"ATC - RxNorm,Maps to",2
D06AA04,tetracycline,21602060,10395,Tetracycline,1836948,S,"ATC - RxNorm,Inferred class of,Maps to",3
A01AB13,tetracycline,21600023,10395,Tetracycline,1836948,S,"ATC - RxNorm,Maps to",2
M03BX07,tetrazepam,21604121,37985,tetrazepam,19041746,S,"ATC - RxNorm,Inferred class of,Maps to",3
R01AA06,tetryzoline,21605015,37935,tetrahydrozoline,941577,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01GA02,tetryzoline,21605074,37935,tetrahydrozoline,941577,S,"ATC - RxNorm,Inferred class of,Maps to",3
R01AB03,tetryzoline,21605027,37935,tetrahydrozoline,941577,S,"ATC - RxNorm,Maps to",2
L04AX02,thalidomide,21603928,10432,Thalidomide,19137042,S,"ATC - RxNorm,Inferred class of,Maps to",3
C03BD01,theobromine,21601512,10437,Theobromine,19137056,S,"ATC - RxNorm,Maps to",2
R03DA07,theobromine,21603335,10437,Theobromine,19137056,S,"ATC - RxNorm,Maps to",2
C01CA23,theodrenaline,21600302,31958,theodrenaline,19015536,S,"ATC - RxNorm,Maps to",2
R03DA04,theophylline,21603332,10438,Theophylline,1237049,S,"ATC - RxNorm,Inferred class of,Maps to",3
H03BB02,thiamazole,21602766,6835,Methimazole,1504620,S,"ATC - RxNorm,Inferred class of,Maps to",3
A11DA01,thiamine (vit B1),21600825,10454,Thiamine,19137312,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01BA02,thiamphenicol,21602816,10463,Thiamphenicol,19137362,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AD03,thiethylperazine,21603482,10471,Thiethylperazine,1037358,S,"ATC - RxNorm,Inferred class of,Maps to",3
M03BX05,thiocolchicoside,21604119,38085,thiocolchicoside,19041813,S,"ATC - RxNorm,Inferred class of,Maps to",3
A16AX01,thioctic acid,21600952,618060,Thioctate,1386670,S,Inferred class of,1
A16AX01,thioctic acid,21600952,6417,Thioctic Acid,19124346,,ATC - RxNorm,1
D08AK06,thiomersal,21602246,10472,Thimerosal,19137377,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01AF03,thiopental,21604197,10493,Thiopental,700253,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05CA19,thiopental,21604622,10493,Thiopental,700253,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05AB05,thiopropazate,21604504,38133,thiopropazate,19041817,S,"ATC - RxNorm,Inferred class of,Maps to",3
