vnr,drug_concept_id,concept_class_id,pname,frequency,strnum,strunut,dosf_lt,concept_name,note
516377,1539411,Clinical Drug,"Simvastatin ""Orifarm""",26,20,MG,filmovertrukne tabletter,Simvastatin 20 MG Oral Tablet,""
477497,19088348,Clinical Drug Comp,Daprox Entero,26,750,MG,enterotabletter,Naproxen 750 MG,""
33027,1539411,Clinical Drug,Zocor,26,20,MG,filmovertrukne tabletter,Simvastatin 20 MG Oral Tablet,""
820,19049084,Clinical Drug Comp,Ovestin,26,0.5,MG,vagitorier,Estriol 0.5 MG,""
154682,929953,Clinical Drug,Lanzo,26,15,MG,enterokapsler,lansoprazole 15 MG Delayed Release Oral Capsule,""
83899,19064800,Clinical Drug,Kestine,26,10,MG,filmovertrukne tabletter,ebastine 10 MG Oral Tablet,""
112641,40139800,Clinical Drug Form,"Alendronat ""Ranbaxy""",26,70,MG,tabletter,Alendronic acid Oral Tablet,""
112641,40173582,Clinical Drug Form,"Alendronat ""Ranbaxy""",26,70,MG,tabletter,Alendronate / Cholecalciferol Oral Tablet,""
132116,939393,Clinical Drug Comp,Entocort,26,3,MG,"kapsler med modificeret udløsning, hårde",Budesonide 3 MG,""
195147,40222834,Clinical Drug,Mentixa,26,10,MG,filmovertrukne tabletter,Memantine hydrochloride 10 MG Oral Tablet,""
438408,19103819,Clinical Drug,Efexor Depot,26,75,MG,"depotkapsler, hårde",venlafaxine 75 MG Extended Release Oral Capsule,""
8580,40228214,Clinical Drug,"Cetirizin ""Actavis""",26,10,MG,filmovertrukne tabletter,cetirizine hydrochloride 10 MG Oral Tablet,""
3902,40020306,Clinical Drug Form,Pulmicort Turbuhaler,26,400,RGD,inhalationspulver,Budesonide Inhalant Powder,""
112641,40007090,Clinical Drug Form,"Alendronat ""Ranbaxy""",26,70,MG,tabletter,Alendronic acid Oral Tablet,""
10102,40038812,Clinical Drug Form,Gonal-f,26,75,IU,"pulver og solvens til injektionsvæske, opløsning",Follitropin Alfa Injectable Solution,""
562603,19110714,Ingredient,Synalar,26,0.025,PC,gel,Fluocinolone Acetonide,""
129817,19026848,Ingredient,Atrovent,26,0.25,MGM,"inhalationsvæske til nebulisator, opløsning, enkeltdosisbeholder",Ipratropium Bromide,""
529180,40086856,Clinical Drug Form,Delepsine,26,500,MG,enterotabletter,Valproic Acid Enteric Coated Tablet,""
110078,1140650,Clinical Drug,"Sumatriptan ""BMM Pharma""",26,50,MG,filmovertrukne tabletter,Sumatriptan 50 MG Oral Tablet,""
101622,19102213,Clinical Drug,Abilify,26,5,MG,tabletter,aripiprazole 5 MG Oral Tablet,""
18751,19073093,Clinical Drug,Amlovis,26,10,MG,tabletter,Amlodipine 10 MG Oral Tablet,""
112641,40007077,Clinical Drug Form,"Alendronat ""Ranbaxy""",26,70,MG,tabletter,Alendronic acid / Cholecalciferol Oral Tablet,""
8388,1755077,Clinical Drug Comp,"Fluconazol ""1A Farma""",26,50,MG,"kapsler, hårde",Fluconazole 50 MG,""
103135,970283,Clinical Drug,Spirix,26,50,MG,tabletter,Spironolactone 50 MG Oral Tablet,""
2365,950734,Clinical Drug Comp,Izatax,26,150,MG,"kapsler, hårde",Nizatidine 150 MG,""
484055,1107882,Clinical Drug,Clarityn,26,10,MG,tabletter,Loratadine 10 MG Oral Tablet,""
109124,19019072,Clinical Drug,Ibureumin,26,400,MG,filmovertrukne tabletter,Ibuprofen 400 MG Oral Tablet,""
50138,19061770,Clinical Drug,Imacillin,26,750,ST,tabletter,Amoxicillin 750 MG Oral Tablet,""
537779,19019073,Clinical Drug,Brufen,26,600,MG,filmovertrukne tabletter,Ibuprofen 600 MG Oral Tablet,""
2140,,Not Mapped*,Viscotears,26,2,MGG,"øjengel, enkeltdosisbeholder",,S01XA20
151711,40232750,Clinical Drug,"Oxycodonhydrochlorid ""Lannacher""",26,40,MG,depottabletter,Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet,""
174318,40169988,Clinical Drug,Doltard,26,30,MG,depottabletter,Morphine Sulfate 30 MG Extended Release Oral Tablet,""
3902,40019974,Clinical Drug Form,Pulmicort Turbuhaler,26,400,RGD,inhalationspulver,Budesonide / formoterol Inhalant Powder,""
8346,40163492,Clinical Drug,"Zolpidem ""Actavis""",26,10,MG,filmovertrukne tabletter,Zolpidem tartrate 10 MG Oral Tablet,""
479428,19076960,Clinical Drug,Erycin,26,500,MG,enterotabletter,Erythromycin 500 MG Delayed Release Oral Tablet,""
78452,19102504,Clinical Drug,Keppra,26,100,MGM,oral opløsning,Levetiracetam 100 MG/ML Oral Solution,""
10600,904457,Clinical Drug,Nexium,26,20,MG,enterotabletter,Esomeprazole 20 MG Delayed Release Oral Tablet,""
447243,,Not Mapped*,CoAprovel,26,,,tabletter,,C09DA04
449918,19106157,Clinical Drug,Fluanxol,26,5,MG,tabletter,Flupenthixol 5 MG Oral Tablet,""
479725,718128,Clinical Drug,Trileptal,26,300,MG,tabletter,oxcarbazepine 300 MG Oral Tablet,""
63051,19004047,Clinical Drug,Cyklonova,26,500,MG,filmovertrukne tabletter,Tranexamic Acid 500 MG Oral Tablet,""
552125,19077375,Clinical Drug,Proscar,26,5,MG,filmovertrukne tabletter,Finasteride 5 MG Oral Tablet,""
183426,19077375,Clinical Drug,Proscar,26,5,MG,filmovertrukne tabletter,Finasteride 5 MG Oral Tablet,""
499204,19103819,Clinical Drug,"Venlafaxin ""Hexal""",26,75,MG,"depotkapsler, hårde",venlafaxine 75 MG Extended Release Oral Capsule,""
552754,766819,Clinical Drug,Stadaquel,26,100,MG,filmovertrukne tabletter,quetiapine 100 MG Oral Tablet,""
55657,19029547,Ingredient,Neofyllin,26,200,MG,tabletter,proxyphylline,""
11353,19010889,Clinical Drug,Cisordinol Depot,26,500,MGM,"injektionsvæske, opløsning",Zuclopenthixol 500 MG/ML Injectable Solution,""
383216,1150351,Clinical Drug,Mobic,26,7.5,MG,tabletter,meloxicam 7.5 MG Oral Tablet,""
11188,1539463,Clinical Drug,Perichol,26,10,MG,filmovertrukne tabletter,Simvastatin 10 MG Oral Tablet,""
24953,1703658,Clinical Drug Comp,"Itraconazol ""Sandoz""",26,100,MG,"kapsler, hårde",Itraconazole 100 MG,""
77187,19075394,Clinical Drug,"Citalopram ""1A Farma""",26,40,MG,filmovertrukne tabletter,Citalopram 40 MG Oral Tablet,""
163073,932749,Clinical Drug,Burinex,26,1,MG,tabletter,Bumetanide 1 MG Oral Tablet,""
17712,1755077,Clinical Drug Comp,"Fluconazol ""KRKA""",26,50,MG,"kapsler, hårde",Fluconazole 50 MG,""
192823,40018156,Clinical Drug Form,Celestonvalerat,26,0.1,PC,salve,Betamethasone / Neomycin Topical Ointment,""
526079,40052515,Clinical Drug Form,Isotrex,26,0.05,PC,gel,Isotretinoin Topical Gel,""
549949,985708,Ingredient,Nizoral,26,2,PC,shampoo,Ketoconazole,""
164806,19063009,Clinical Drug,Primperan Retard,26,15,MG,depotkapsler,Metoclopramide 15 MG Extended Release Oral Capsule,""
87841,19018088,Clinical Drug,Mizollen,26,10,MG,tabletter med modificeret udløsning,mizolastine 10 MG Extended Release Oral Tablet,""
68451,19077375,Clinical Drug,"Finasterid ""Copyfarm""",26,5,MG,filmovertrukne tabletter,Finasteride 5 MG Oral Tablet,""
166908,19019073,Clinical Drug,"Ibuprofen ""Orifarm""",26,600,MG,filmovertrukne tabletter,Ibuprofen 600 MG Oral Tablet,""
88660,19077375,Clinical Drug,"Finasterid ""Teva""",26,5,MG,filmovertrukne tabletter,Finasteride 5 MG Oral Tablet,""
24299,1328612,Clinical Drug,Cardizem Unotard,26,240,MG,depottabletter,Diltiazem Hydrochloride 240 MG Extended Release Oral Tablet,""
526079,40040110,Clinical Drug Form,Isotrex,26,0.05,PC,gel,Erythromycin / Isotretinoin Topical Gel,""
17771,797632,Clinical Drug,"Citalopram ""Alternova""",26,10,MG,filmovertrukne tabletter,Citalopram 10 MG Oral Tablet,""
14437,40162362,Clinical Drug,"Diclofenac Retard ""Actavis""",26,75,MG,depottabletter,Diclofenac Sodium 75 MG Extended Release Oral Tablet,""
43680,705108,Clinical Drug,"Lamotrigin ""Alternova""",26,100,MG,tabletter,lamotrigine 100 MG Oral Tablet,""
7988,,Not Mapped*,"Madopar ""125""",26,,,"kapsler, hårde",,N04BA02
170495,948079,Clinical Drug,"Pantoprazol ""Mylan""",26,20,MG,enterotabletter,pantoprazole 20 MG Delayed Release Oral Tablet,""
119032,1797515,Clinical Drug,Ciproxin,26,250,MG,tabletter,Ciprofloxacin 250 MG Oral Tablet,""
24299,19134555,Clinical Drug,Cardizem Unotard,26,240,MG,depottabletter,Diltiazem 240 MG Extended Release Oral Tablet,""
14681,1539411,Clinical Drug,Statinacop,26,20,MG,filmovertrukne tabletter,Simvastatin 20 MG Oral Tablet,""
9522,1127527,Clinical Drug Comp,Panodil,26,500,MG,suppositorier,Acetaminophen 500 MG,""
65253,1367533,Clinical Drug,"Losartankalium ""Krka""",26,12.5,MG,filmovertrukne tabletter,Losartan 12.5 MG Oral Tablet,""
192823,40018158,Clinical Drug Form,Celestonvalerat,26,0.1,PC,salve,Betamethasone / Salicylic Acid Topical Ointment,""
63670,40058083,Clinical Drug Form,Flixotide,26,500,RG,inhalationspulver,fluticasone Inhalant Powder,""
9320,797632,Clinical Drug,"Citalopram ""Gea""",26,10,MG,filmovertrukne tabletter,Citalopram 10 MG Oral Tablet,""
63670,40058013,Clinical Drug Form,Flixotide,26,500,RG,inhalationspulver,fluticasone / salmeterol Inhalant Powder,""
6313,40228214,Clinical Drug,"Cetirizin ""Durascan""",26,10,MG,filmovertrukne tabletter,cetirizine hydrochloride 10 MG Oral Tablet,""
23172,1597761,Clinical Drug,"Glimepirid ""1A Farma""",26,1,MG,tabletter,glimepiride 1 MG Oral Tablet,""
454196,1545997,Clinical Drug,"Atorvastatin ""Actavis""",26,10,MG,filmovertrukne tabletter,atorvastatin 10 MG Oral Tablet,""
63354,800881,Clinical Drug,"Clozapine ""Actavis""",26,100,MG,tabletter,Clozapine 100 MG Oral Tablet,""
572057,40018158,Clinical Drug Form,Diprosalic,26,,,salve,Betamethasone / Salicylic Acid Topical Ointment,""
75804,40051377,Clinical Drug Form,Insulatard Penfill,26,100,IUM,"injektionsvæske, suspension","insulin, isophane / Regular Insulin, Human Injectable Suspension",""
156741,,Not Mapped*,"Losartankalium/Hydrochlorthiazid ""Orifarm""",26,,,filmovertrukne tabletter,,C09DA01
572057,40018130,Clinical Drug Form,Diprosalic,26,,,salve,Betamethasone / Clioquinol Topical Ointment,""
572057,40018135,Clinical Drug Form,Diprosalic,26,,,salve,Betamethasone / Clotrimazole Topical Ointment,""
572057,40018146,Clinical Drug Form,Diprosalic,26,,,salve,Betamethasone / Gentamicin Sulfate (USP) Topical Ointment,""
572057,40018156,Clinical Drug Form,Diprosalic,26,,,salve,Betamethasone / Neomycin Topical Ointment,""
572057,40018164,Clinical Drug Form,Diprosalic,26,,,salve,Betamethasone / calcipotriene Topical Ointment,""
572057,40019139,Clinical Drug Form,Diprosalic,26,,,salve,Betamethasone Topical Ointment,""
192823,40018164,Clinical Drug Form,Celestonvalerat,26,0.1,PC,salve,Betamethasone / calcipotriene Topical Ointment,""
7495,19101737,Clinical Drug,Laxoberal,26,2.5,MG,"kapsler, bløde",picosulfate sodium 2.5 MG Oral Capsule,""
192823,40019139,Clinical Drug Form,Celestonvalerat,26,0.1,PC,salve,Betamethasone Topical Ointment,""
565044,40236648,Clinical Drug,Pergotime,26,50,MG,tabletter,Clomiphene Citrate 50 MG Oral Tablet,""
192823,40018130,Clinical Drug Form,Celestonvalerat,26,0.1,PC,salve,Betamethasone / Clioquinol Topical Ointment,""
40782,19079088,Clinical Drug,Nizax,26,150,MG,kapsler,Nizatidine 150 MG Oral Capsule,""
192823,40018135,Clinical Drug Form,Celestonvalerat,26,0.1,PC,salve,Betamethasone / Clotrimazole Topical Ointment,""
40778,19102192,Clinical Drug,Cialis,26,20,MG,filmovertrukne tabletter,tadalafil 20 MG Oral Tablet,""
405316,1334492,Clinical Drug,Triatec,26,5,MG,tabletter,Ramipril 5 MG Oral Tablet,""
574756,1107882,Clinical Drug,Clarityn,26,10,MG,tabletter,Loratadine 10 MG Oral Tablet,""
93385,1713545,Clinical Drug Comp,Flemoxin Solutab,26,250,MG,opløselige tabletter,Amoxicillin 250 MG,""
1512,19079220,Clinical Drug,Trental,26,400,MG,depottabletter,Pentoxifylline 400 MG Extended Release Oral Tablet,""
405413,19132996,Clinical Drug Comp,"Glucosamin ""Aflex""",26,400,MG,filmovertrukne tabletter,Glucosamine hydrochloride 400 MG,""
405413,1360411,Clinical Drug Comp,"Glucosamin ""Aflex""",26,400,MG,filmovertrukne tabletter,Glucosamine 400 MG,""
112641,40173617,Clinical Drug Form,"Alendronat ""Ranbaxy""",26,70,MG,tabletter,Alendronate Oral Tablet,""
145573,756137,Clinical Drug Comp,Siqualone dekanoat,26,25,MGM,injektionsvæske,Fluphenazine 25 MG/ML,""
145573,40166663,Clinical Drug Comp,Siqualone dekanoat,26,25,MGM,injektionsvæske,Fluphenazine enanthate 25 MG/ML,""
145573,40165598,Clinical Drug Comp,Siqualone dekanoat,26,25,MGM,injektionsvæske,fluphenazine decanoate 25 MG/ML,""
145573,19109997,Clinical Drug Comp,Siqualone dekanoat,26,25,MGM,injektionsvæske,Fluphenazine 25 MG,""
192823,40018146,Clinical Drug Form,Celestonvalerat,26,0.1,PC,salve,Betamethasone / Gentamicin Sulfate (USP) Topical Ointment,""
37052,40166538,Clinical Drug,Tamsulogen,26,0.4,MG,"kapsler med modificeret udløsning, hårde",Tamsulosin hydrochloride 0.4 MG Extended Release Oral Capsule,""
35767,19014979,Clinical Drug,Ikorel,26,20,MG,tabletter,Nicorandil 20 MG Oral Tablet,""
81760,1150837,Clinical Drug,Teldanex,26,60,MG,tabletter,Terfenadine 60 MG Oral Tablet,""
54461,,Not Mapped*,"Enalapril/hydrochlorthiazid ""Alternova""",26,,,tabletter,,C09BA02
413585,1545996,Clinical Drug,"Atorvastatin ""Tabs n Caps""",26,40,MG,filmovertrukne tabletter,atorvastatin 40 MG Oral Tablet,""
114413,19081111,Clinical Drug Comp,Canazol,26,200,MG,vagitorier,Clotrimazole 200 MG,""
163196,19103817,Clinical Drug,Lasix Retard,25,30,MG,depotkapsler,Furosemide 30 MG Extended Release Oral Capsule,""
77142,19023636,Clinical Drug,"Citalopram ""1A Farma""",25,20,MG,filmovertrukne tabletter,Citalopram 20 MG Oral Tablet,""
174557,19079272,Clinical Drug,Marcoumar,25,3,MG,tabletter,Phenprocoumon 3 MG Oral Tablet,""
177287,19063696,Clinical Drug,Fluanxol Mite,25,1,MG,tabletter,Flupenthixol 1 MG Oral Tablet,""
60558,40019974,Clinical Drug Form,"Budesonid ""Cross Pharma""",25,400,RGD,inhalationspulver,Budesonide / formoterol Inhalant Powder,""
77675,,Not Mapped*,Seretide Diskus,25,,,"inhalationspulver, afdelt",,R03AK06
78005,1703691,Clinical Drug,"Aciclovir ""Actavis""",25,400,MG,tabletter,Acyclovir 400 MG Oral Tablet,""
60558,40020306,Clinical Drug Form,"Budesonid ""Cross Pharma""",25,400,RGD,inhalationspulver,Budesonide Inhalant Powder,""
60505,,Not Mapped*,Co-Diovan Forte 160 mg/25 mg,25,,,filmovertrukne tabletter,,C09DA03
154310,40094148,Clinical Drug Form,Daivonex,25,50,RGG,creme,calcipotriene Topical Cream,""
154294,40094148,Clinical Drug Form,Daivonex,25,50,RGG,creme,calcipotriene Topical Cream,""
58478,,Not Mapped*,"Co-Diovan 160 mg/12,5 mg",25,,,filmovertrukne tabletter,,C09DA03
79643,40165261,Clinical Drug,Crestor,25,5,MG,filmovertrukne tabletter,Rosuvastatin calcium 5 MG Oral Tablet,""
115967,40038371,Clinical Drug Form,Lafene,25,25,RGT,depotplastre,Fentanyl Transdermal Patch,""
182479,40232756,Clinical Drug,"Oxycodonhydrochlorid ""G.L.""",25,5,MG,filmovertrukne tabletter,Oxycodone Hydrochloride 5 MG Oral Tablet,""
183392,19077375,Clinical Drug,Proscar,25,5,MG,filmovertrukne tabletter,Finasteride 5 MG Oral Tablet,""
457971,929889,Clinical Drug,"Lansoprazol ""Medical Valley""",25,30,MG,"enterokapsler, hårde",lansoprazole 30 MG Delayed Release Oral Capsule,""
149294,19092357,Clinical Drug Comp,Tetralysal,25,300,MG,"kapsler, hårde",Lymecycline 300 MG,""
563551,,Not Mapped*,Fotil,25,,,"øjendråber, opløsning",,S01EB51
563585,,Not Mapped*,Fotil Forte,25,,,"øjendråber, opløsning",,S01EB51
462408,1328689,Clinical Drug,Myonil,25,30,MG,filmovertrukne tabletter,Diltiazem Hydrochloride 30 MG Oral Tablet,""
4828,1167323,Clinical Drug,"Allopurinol ""Pharmacodane""",25,100,MG,tabletter,Allopurinol 100 MG Oral Tablet,""
13401,1539463,Clinical Drug,"Simvastatin ""Sandoz""",25,10,MG,filmovertrukne tabletter,Simvastatin 10 MG Oral Tablet,""
52861,19098166,Clinical Drug,Seroplex,25,20,MG,filmovertrukne tabletter,Escitalopram 20 MG Oral Tablet,""
3809,19079293,Clinical Drug,Actos,25,30,MG,tabletter,pioglitazone 30 MG Oral Tablet,""
13906,19078461,Clinical Drug,Ibumetin,25,200,MG,tabletter,Ibuprofen 200 MG Oral Tablet,Manual mapping
469502,40062637,Clinical Drug Form,Flagyl,25,1,PC,creme,Metronidazole Topical Cream,""
470271,,Not Mapped*,Duovent HFA,25,,,"inhalationsspray, opløsning",,R03AK03
50112,40031310,Clinical Drug Form,Dermovat,25,0.5,MGG,salve,Clobetasol Topical Ointment,""
377911,19010888,Clinical Drug,Cisordinol Depot,25,200,MGM,"injektionsvæske, opløsning",Zuclopenthixol 200 MG/ML Injectable Solution,""
85838,40226429,Clinical Drug,Lumigan,25,0.1,MGM,"øjendråber, opløsning",bimatoprost 0.1 MG/ML Ophthalmic Solution,""
143351,40141935,Clinical Drug Form,Exelon,25,9.5,MGH,depotplastre,rivastigmine Transdermal Patch,""
383018,19004168,Clinical Drug,Bambec,25,20,MG,tabletter,bambuterol 20 MG Oral Tablet,""
10001,19023636,Clinical Drug,Citadur,25,20,MG,filmovertrukne tabletter,Citalopram 20 MG Oral Tablet,""
3009,,Not Mapped*,Cozaar Comp. Forte,25,,,filmovertrukne tabletter,,C09DA01
143057,19102169,Clinical Drug,Triatec,25,1.25,MG,tabletter,Ramipril 1.25 MG Oral Tablet,""
384019,40163793,Clinical Drug,"Tolterodin ""Pfizer""",25,4,MG,"depotkapsler, hårde",tolterodine tartrate 4 MG Extended Release Oral Capsule,""
87304,19044885,Clinical Drug,Imovane,25,7.5,MG,filmovertrukne tabletter,zopiclone 7.5 MG Oral Tablet,""
14354,904457,Clinical Drug,Nexium,25,20,MG,enterotabletter,Esomeprazole 20 MG Delayed Release Oral Tablet,""
44503,736055,Clinical Drug,Risperdal,25,4,MG,filmovertrukne tabletter,Risperidone 4 MG Oral Tablet,""
141713,19019484,Clinical Drug,Alopam,25,15,MG,tabletter,Oxazepam 15 MG Oral Tablet,""
572617,40166538,Clinical Drug,"Tamsulosin ""Teva""",25,0.4,MG,"kapsler med modificeret udløsning, hårde",Tamsulosin hydrochloride 0.4 MG Extended Release Oral Capsule,""
399653,,Not Mapped*,Xamiol,25,,,gel,,D05AX52
92188,19123103,Clinical Drug,"Esomeprazol ""Krka""",25,20,MG,"enterokapsler, hårde",Esomeprazole 20 MG Delayed Release Oral Capsule,""
471938,19018903,Clinical Drug,Sendoxan,25,50,MG,overtrukne tabletter,Cyclophosphamide 50 MG Oral Tablet,""
5867,40041668,Clinical Drug Form,Cipralex,25,15,MG,filmovertrukne tabletter,Escitalopram Oral Tablet,""
474643,905233,Ingredient,Nasonex,25,50,RGD,"næsespray, suspension",Mometasone,""
140517,932198,Clinical Drug,Prepulsid,25,20,MG,tabletter,Cisapride 20 MG Oral Tablet,""
38448,722071,Clinical Drug,Seroxat,25,20,MG,filmovertrukne tabletter,Paroxetine 20 MG Oral Tablet,""
576744,987250,Clinical Drug,"Laktulose ""medic""",25,667,MGM,oral opløsning,Lactulose 667 MG/ML Oral Solution,""
19507,19063073,Clinical Drug,Moxonat,25,0.2,MG,filmovertrukne tabletter,moxonidine 0.2 MG Oral Tablet,""
38270,,Not Mapped*,Olmetec Plus,25,,,filmovertrukne tabletter,,C09DA08
37396,19135765,Clinical Drug,Metracop,25,50,MG,"kapsler, hårde",tramadol hydrochloride 50 MG Extended Release Oral Capsule,""
35756,785815,Clinical Drug,Zyprexa,25,20,MG,overtrukne tabletter,olanzapine 20 MG Oral Tablet,""
499418,19019666,Clinical Drug,Pirkam,25,20,MG,kapsler,Piroxicam 20 MG Oral Capsule,""
413906,40163312,Clinical Drug,Propal,25,10,MG,filmovertrukne tabletter,Propranolol Hydrochloride 10 MG Oral Tablet,""
414151,,Not Mapped*,Sofradex,25,,,øjen- og øresalve,,S03CA01
136830,19022750,Clinical Drug,"Carvedilol ""Arrow""",25,12.5,MG,tabletter,carvedilol 12.5 MG Oral Tablet,""
416073,715235,Clinical Drug,Lioresal,25,10,MG,tabletter,Baclofen 10 MG Oral Tablet,""
33688,40163361,Clinical Drug,Inderal,25,80,MG,filmovertrukne tabletter,Propranolol Hydrochloride 80 MG Oral Tablet,""
33309,,Not Mapped*,"Atacand Zid 8 mg/12,5 mg",25,,,tabletter,,C09DA06
31954,19102097,Ingredient,Spiriva Respimat,25,2.5,RG,"inhalationsvæske, opløsning",tiotropium bromide,""
31770,,Not Mapped*,Fosavance,25,,,tabletter,,M05BB03
30260,40163429,Clinical Drug,Dracanyl Turbuhaler,25,0.5,MGD,inhalationspulver,Terbutaline Sulfate 0.5 MG Inhalant Powder,""
15883,19028101,Clinical Drug Comp,Atamir,25,250,MG,"kapsler, hårde",Penicillamine 250 MG,""
16281,1334492,Clinical Drug,"Ramipril ""Nycomed""",25,5,MG,tabletter,Ramipril 5 MG Oral Tablet,""
20938,19085165,Clinical Drug Comp,Zeldox,25,40,MG,"kapsler, hårde",ziprasidone 40 MG,""
16285,734357,Clinical Drug Comp,Lyrica,25,150,MG,"kapsler, hårde",pregabalin 150 MG,""
27363,19019072,Clinical Drug,Ibumetin,25,400,MG,filmovertrukne tabletter,Ibuprofen 400 MG Oral Tablet,Manual mapping
27231,40038371,Clinical Drug Form,Durogesic,25,50,RGT,depotplastre,Fentanyl Transdermal Patch,""
101644,,Not Mapped*,Kreon 10.000,25,10000,EP,"enterokapsler, hårde",,A09AA02
102896,948079,Clinical Drug,"Pantoprazol ""KRKA""",25,20,MG,enterotabletter,pantoprazole 20 MG Delayed Release Oral Tablet,""
126490,19055226,Clinical Drug,Rohypnol,25,2,MG,tabletter,Flunitrazepam 2 MG Oral Tablet,""
125973,1741402,Clinical Drug,"Terbinafin ""BMM Pharma""",25,250,MG,tabletter,terbinafine 250 MG Oral Tablet,""
27022,40038371,Clinical Drug Form,Durogesic,25,75,RGT,depotplastre,Fentanyl Transdermal Patch,""
124412,19019116,Clinical Drug,Mevacor,25,20,MG,tabletter,Lovastatin 20 MG Oral Tablet,""
444464,797432,Clinical Drug Comp,"Gabapentin ""Aurobindo""",25,300,MG,"kapsler, hårde",gabapentin 300 MG,""
444464,44785040,Clinical Drug Comp,"Gabapentin ""Aurobindo""",25,300,MG,"kapsler, hårde",gabapentin enacarbil 300 MG,""
