vnr,ingredient_concept_id,drug_concept_id,concept_class_id,ma,pname,frequency,streng,strengtodecimal,dosf_lt,ao,concept_name,ingredient_concept_name,amount_value,numerator_value,denominator_value,dose_concept_id
503358,1307046,1307125,Clinical Drug Comp,|,"Metoprololsuccinat ""Teva""",53,25 mg,25,depottabletter,|,Metoprolol 25 MG,Metoprolol,25,,,
503358,1307046,40167210,Clinical Drug Comp,|,"Metoprololsuccinat ""Teva""",53,25 mg,25,depottabletter,|,Metoprolol Tartrate 25 MG,Metoprolol,25,,,
503358,1307046,43014171,Clinical Drug Comp,|,"Metoprololsuccinat ""Teva""",53,25 mg,25,depottabletter,|,metoprolol succinate 25 MG,Metoprolol,25,,,
503433,,,,|,Zitromax,57,250 mg,250,kapsler,|,,,,,,
503466,,,,|,Zitromax,149,250 mg,250,kapsler,|,,,,,,
503581,975125,975169,Clinical Drug,|,"Hydrokortison ""Nycomed""",85,20 mg,20,tabletter,|,Hydrocortisone 20 MG Oral Tablet,Hydrocortisone,20,,,19082573
503581,975125,975620,Clinical Drug,|,"Hydrokortison ""Nycomed""",85,20 mg,20,tabletter,|,Hydrocortisone 20 MG/ML Topical Cream,Hydrocortisone,,20,,19082224
503581,975125,975170,Clinical Drug,|,"Hydrokortison ""Nycomed""",85,20 mg,20,tabletter,|,Hydrocortisone 20 MG/ML Topical Lotion,Hydrocortisone,,20,,19082225
503581,975125,19081472,Clinical Drug Comp,|,"Hydrokortison ""Nycomed""",85,20 mg,20,tabletter,|,Hydrocortisone 20 MG,Hydrocortisone,20,,,
503581,975125,976015,Clinical Drug Comp,|,"Hydrokortison ""Nycomed""",85,20 mg,20,tabletter,|,Hydrocortisone 20 MG/ML,Hydrocortisone,,20,,
503581,975125,40226541,Clinical Drug Comp,|,"Hydrokortison ""Nycomed""",85,20 mg,20,tabletter,|,hydrocortisone acetate 20 MG/ML,Hydrocortisone,,20,,
503680,,,,|,Domnamid,70,2 mg,2,tabletter,|,,,,,,
503722,,,,|,Kenalog,146,0.10%,0.10,mundhulepasta,|,,,,,,
503737,,,,|,"Losartan/Hydrochlorthiazid ""Bluefish""",43,"50+12,5 mg",,filmovertrukne tabletter,|,,,,,,
503755,,,,|,Pondocillin,264,350 mg,350,filmovertrukne tabletter,|,,,,,,
503813,,,,|,Fenoxcillin,53,1 Mill. IE,1,tabletter,|,,,,,,
503821,,,,|,Celestonvalerat,61,0.10%,0.10,salve,|,,,,,,
503847,,,,|,Celestonvalerat,183,0.10%,0.10,creme,|,,,,,,
503862,,,,|,Celestonvalerat,28,0.10%,0.10,kutanemulsion,|,,,,,,
503961,,,,|,Ibaril,95,0.25%,0.25,creme,|,,,,,,
504092,,,,|,Aquanil,257,5 mg/ml,5,"Ã¸jendrÃ¥ber, oplÃ¸sning",|,,,,,,
504159,,,,|,Abalgin,52,65 mg,65,"kapsler, hÃ¥rde",|,,,,,,
504183,,,,|,Abalgin Retard,154,150 mg,150,"depotkapsler, hÃ¥rde",|,,,,,,
504225,,,,|,Calcipen,150,1 Mill. IE,1,tabletter,|,,,,,,
504244,1713332,19006461,Clinical Drug,|,Imadrax,42,750 mg,750,filmovertrukne tabletter,|,Amoxicillin 750 MG Disintegrating Oral Tablet,Amoxicillin,750,,,19082076
504244,1713332,19006428,Clinical Drug,|,Imadrax,42,750 mg,750,filmovertrukne tabletter,|,Amoxicillin 750 MG Oral Suspension,Amoxicillin,750,,,19082191
504244,1713332,19061770,Clinical Drug,|,Imadrax,42,750 mg,750,filmovertrukne tabletter,|,Amoxicillin 750 MG Oral Tablet,Amoxicillin,750,,,19082573
504244,1713332,19087039,Clinical Drug Comp,|,Imadrax,42,750 mg,750,filmovertrukne tabletter,|,Amoxicillin 750 MG,Amoxicillin,750,,,
504266,19049038,19061586,Clinical Drug,|,Ovestin,138,1 mg,1,tabletter,|,Estriol 1 MG Oral Tablet,Estriol,1,,,19082573
504266,19049038,19049081,Clinical Drug,|,Ovestin,138,1 mg,1,tabletter,|,Estriol 1 MG/ML Vaginal Cream,Estriol,,1,,19010878
504266,19049038,19049086,Clinical Drug Comp,|,Ovestin,138,1 mg,1,tabletter,|,Estriol 1 MG,Estriol,1,,,
504266,19049038,19049087,Clinical Drug Comp,|,Ovestin,138,1 mg,1,tabletter,|,Estriol 1 MG/ML,Estriol,,1,,
504332,,,,|,Diprospan,36,,,injektionsvÃ¦ske,|,,,,,,
504456,1177480,19107838,Clinical Drug,|,Ibumetin,34,200 mg,200,tabletter,|,Ibuprofen 200 MG Chewable Tablet,Ibuprofen,200,,,19135866
504456,1177480,19054654,Clinical Drug,|,Ibumetin,34,200 mg,200,tabletter,|,Ibuprofen 200 MG Extended Release Oral Capsule,Ibuprofen,200,,,19082077
504456,1177480,19078440,Clinical Drug,|,Ibumetin,34,200 mg,200,tabletter,|,Ibuprofen 200 MG Oral Capsule,Ibuprofen,200,,,19082168
504456,1177480,19078461,Clinical Drug,|,Ibumetin,34,200 mg,200,tabletter,|,Ibuprofen 200 MG Oral Tablet,Ibuprofen,200,,,19082573
504456,1177480,19081496,Clinical Drug Comp,|,Ibumetin,34,200 mg,200,tabletter,|,Ibuprofen 200 MG,Ibuprofen,200,,,
504712,,,,|,One-Alpha,39,"0,25 mikg",0.25,kapsler,|,,,,,,
504761,,,,|,Mixtard 30/70 Pen,279,100 IE/ml,100,"injektionsvÃ¦ske, suspension",|,,,,,,
504902,19030353,19104022,Clinical Drug,|,Lexotan,28,6 mg,6,tabletter,|,Bromazepam 6 MG Extended Release Oral Capsule,Bromazepam,6,,,19082077
504902,19030353,19030359,Clinical Drug,|,Lexotan,28,6 mg,6,tabletter,|,Bromazepam 6 MG Extended Release Oral Tablet,Bromazepam,6,,,19082079
504902,19030353,19030356,Clinical Drug,|,Lexotan,28,6 mg,6,tabletter,|,Bromazepam 6 MG Oral Tablet,Bromazepam,6,,,19082573
504902,19030353,19030384,Clinical Drug Comp,|,Lexotan,28,6 mg,6,tabletter,|,Bromazepam 6 MG,Bromazepam,6,,,
505032,1750500,1750569,Clinical Drug,|,Klacid Uno,148,500 mg,500,depottabletter,|,Clarithromycin 500 MG Extended Release Oral Tablet,Clarithromycin,500,,,19082079
505032,1750500,1750562,Clinical Drug,|,Klacid Uno,148,500 mg,500,depottabletter,|,Clarithromycin 500 MG Oral Tablet,Clarithromycin,500,,,19082573
505032,1750500,19022244,Clinical Drug,|,Klacid Uno,148,500 mg,500,depottabletter,|,Clarithromycin 500 MG/ML Injectable Solution,Clarithromycin,,500,,19082103
505032,1750500,1750724,Clinical Drug Comp,|,Klacid Uno,148,500 mg,500,depottabletter,|,Clarithromycin 500 MG,Clarithromycin,500,,,
505032,1750500,19087662,Clinical Drug Comp,|,Klacid Uno,148,500 mg,500,depottabletter,|,Clarithromycin 500 MG/ML,Clarithromycin,,500,,
505040,1750500,1750569,Clinical Drug,|,Klacid Uno,208,500 mg,500,depottabletter,|,Clarithromycin 500 MG Extended Release Oral Tablet,Clarithromycin,500,,,19082079
505040,1750500,1750562,Clinical Drug,|,Klacid Uno,208,500 mg,500,depottabletter,|,Clarithromycin 500 MG Oral Tablet,Clarithromycin,500,,,19082573
505040,1750500,19022244,Clinical Drug,|,Klacid Uno,208,500 mg,500,depottabletter,|,Clarithromycin 500 MG/ML Injectable Solution,Clarithromycin,,500,,19082103
505040,1750500,1750724,Clinical Drug Comp,|,Klacid Uno,208,500 mg,500,depottabletter,|,Clarithromycin 500 MG,Clarithromycin,500,,,
505040,1750500,19087662,Clinical Drug Comp,|,Klacid Uno,208,500 mg,500,depottabletter,|,Clarithromycin 500 MG/ML,Clarithromycin,,500,,
505255,,,,|,Orudis,58,50 mg,50,"kapsler, hÃ¥rde",|,,,,,,
505404,710062,40162672,Clinical Drug,|,"Amitriptylin ""DAK""",453,10 mg,10,filmovertrukne tabletter,|,Amitriptyline Hydrochloride 10 MG Oral Tablet,Amitriptyline,10,,,19082573
505404,710062,40162678,Clinical Drug,|,"Amitriptylin ""DAK""",453,10 mg,10,filmovertrukne tabletter,|,Amitriptyline Hydrochloride 10 MG/ML Injectable Solution,Amitriptyline,,10,,19082103
505404,710062,40162680,Clinical Drug,|,"Amitriptylin ""DAK""",453,10 mg,10,filmovertrukne tabletter,|,Amitriptyline Hydrochloride 10 MG/ML Oral Solution,Amitriptyline,,10,,19082170
505404,710062,710185,Clinical Drug Comp,|,"Amitriptylin ""DAK""",453,10 mg,10,filmovertrukne tabletter,|,Amitriptyline 10 MG,Amitriptyline,10,,,
505404,710062,40162657,Clinical Drug Comp,|,"Amitriptylin ""DAK""",453,10 mg,10,filmovertrukne tabletter,|,Amitriptyline Hydrochloride 10 MG,Amitriptyline,10,,,
505404,710062,40162677,Clinical Drug Comp,|,"Amitriptylin ""DAK""",453,10 mg,10,filmovertrukne tabletter,|,Amitriptyline Hydrochloride 10 MG/ML,Amitriptyline,,10,,
505420,710062,710130,Clinical Drug,|,"Amitriptylin ""DAK""",655,25 mg,25,filmovertrukne tabletter,|,Amitriptyline 25 MG Oral Capsule,Amitriptyline,25,,,19082168
505420,710062,19104207,Clinical Drug,|,"Amitriptylin ""DAK""",655,25 mg,25,filmovertrukne tabletter,|,Amitriptyline 25 MG/ML Injectable Solution,Amitriptyline,,25,,19082103
505420,710062,40162716,Clinical Drug,|,"Amitriptylin ""DAK""",655,25 mg,25,filmovertrukne tabletter,|,Amitriptyline Hydrochloride 25 MG Extended Release Oral Capsule,Amitriptyline,25,,,19082077
505420,710062,40162717,Clinical Drug,|,"Amitriptylin ""DAK""",655,25 mg,25,filmovertrukne tabletter,|,Amitriptyline Hydrochloride 25 MG Oral Tablet,Amitriptyline,25,,,19082573
505420,710062,19085723,Clinical Drug Comp,|,"Amitriptylin ""DAK""",655,25 mg,25,filmovertrukne tabletter,|,Amitriptyline 25 MG,Amitriptyline,25,,,
505420,710062,19109084,Clinical Drug Comp,|,"Amitriptylin ""DAK""",655,25 mg,25,filmovertrukne tabletter,|,Amitriptyline 25 MG/ML,Amitriptyline,,25,,
505420,710062,40162700,Clinical Drug Comp,|,"Amitriptylin ""DAK""",655,25 mg,25,filmovertrukne tabletter,|,Amitriptyline Hydrochloride 25 MG,Amitriptyline,25,,,
505438,710062,40162728,Clinical Drug,|,"Amitriptylin ""DAK""",278,50 mg,50,filmovertrukne tabletter,|,Amitriptyline Hydrochloride 50 MG Extended Release Oral Capsule,Amitriptyline,50,,,19082077
505438,710062,40162729,Clinical Drug,|,"Amitriptylin ""DAK""",278,50 mg,50,filmovertrukne tabletter,|,Amitriptyline Hydrochloride 50 MG Oral Tablet,Amitriptyline,50,,,19082573
505438,710062,40162724,Clinical Drug Comp,|,"Amitriptylin ""DAK""",278,50 mg,50,filmovertrukne tabletter,|,Amitriptyline Hydrochloride 50 MG,Amitriptyline,50,,,
505610,,,,|,Salbuvent,226,"0,4 mg/ml",0.4,oral oplÃ¸sning,|,,,,,,
505735,794147,42800992,Clinical Drug,|,Ludiomil,32,75 mg,75,filmovertrukne tabletter,|,Maprotiline Hydrochloride 75 MG Oral Tablet,Maprotiline,75,,,19082573
505735,794147,42800991,Clinical Drug Comp,|,Ludiomil,32,75 mg,75,filmovertrukne tabletter,|,Maprotiline Hydrochloride 75 MG,Maprotiline,75,,,
505867,,,,|,Kenalog med Salicylsyre,174,,,kutanoplÃ¸sning,|,,,,,,
506196,,,,|,Zoloft,53,50 mg,50,filmovertrukne tabletter,|,,,,,,
506246,19035344,19079272,Clinical Drug,|,Marcoumar,40,3 mg,3,tabletter,|,Phenprocoumon 3 MG Oral Tablet,Phenprocoumon,3,,,19082573
506246,19035344,19081825,Clinical Drug Comp,|,Marcoumar,40,3 mg,3,tabletter,|,Phenprocoumon 3 MG,Phenprocoumon,3,,,
506485,,,,|,Imdur,40,60 mg,60,depottabletter (duretter),|,,,,,,
506584,,,,|,Plendil,58,"2,5 mg",2.5,depottabletter,|,,,,,,
506808,,,,|,"Indometacin ""DAK""",88,25 mg,25,"kapsler, hÃ¥rde",|,,,,,,
506956,,,,|,"Laktulose ""MT""",35,667 mg/ml,667,mikstur,|,,,,,,
506972,738156,19022560,Clinical Drug,|,Sinquan,63,50 mg,50,"kapsler, hÃ¥rde",|,Doxepin 50 MG Oral Tablet,Doxepin,50,,,19082573
506972,738156,40224903,Clinical Drug,|,Sinquan,63,50 mg,50,"kapsler, hÃ¥rde",|,Doxepin Hydrochloride 50 MG Oral Capsule,Doxepin,50,,,19082168
506972,738156,40224909,Clinical Drug,|,Sinquan,63,50 mg,50,"kapsler, hÃ¥rde",|,Doxepin Hydrochloride 50 MG/ML Topical Cream,Doxepin,,50,,19082224
506972,738156,738262,Clinical Drug Comp,|,Sinquan,63,50 mg,50,"kapsler, hÃ¥rde",|,Doxepin 50 MG,Doxepin,50,,,
506972,738156,40224902,Clinical Drug Comp,|,Sinquan,63,50 mg,50,"kapsler, hÃ¥rde",|,Doxepin Hydrochloride 50 MG,Doxepin,50,,,
506972,738156,40224908,Clinical Drug Comp,|,Sinquan,63,50 mg,50,"kapsler, hÃ¥rde",|,Doxepin Hydrochloride 50 MG/ML,Doxepin,,50,,
507317,1754994,1754999,Clinical Drug,|,"Fluconazol ""Aurobindo""",29,150 mg,150,"kapsler, hÃ¥rde",|,Fluconazole 150 MG Oral Capsule,Fluconazole,150,,,19082168
507317,1754994,1754996,Clinical Drug,|,"Fluconazol ""Aurobindo""",29,150 mg,150,"kapsler, hÃ¥rde",|,Fluconazole 150 MG Oral Tablet,Fluconazole,150,,,19082573
507317,1754994,1755074,Clinical Drug Comp,|,"Fluconazol ""Aurobindo""",29,150 mg,150,"kapsler, hÃ¥rde",|,Fluconazole 150 MG,Fluconazole,150,,,
507660,1550557,1550572,Clinical Drug,|,"Prednisolon ""DAK""",122,25 mg,25,tabletter,|,prednisolone 25 MG Oral Tablet,prednisolone,25,,,19082573
507660,1550557,19067188,Clinical Drug,|,"Prednisolon ""DAK""",122,25 mg,25,tabletter,|,prednisolone 25 MG/ML Injectable Suspension,prednisolone,,25,,19082104
507660,1550557,19101839,Clinical Drug,|,"Prednisolon ""DAK""",122,25 mg,25,tabletter,|,prednisolone 25 MG/ML Ophthalmic Suspension,prednisolone,,25,,19082167
507660,1550557,19098154,Clinical Drug,|,"Prednisolon ""DAK""",122,25 mg,25,tabletter,|,prednisolone 25 MG/ML Oral Solution,prednisolone,,25,,19082170
507660,1550557,19089452,Clinical Drug Comp,|,"Prednisolon ""DAK""",122,25 mg,25,tabletter,|,prednisolone 25 MG,prednisolone,25,,,
507660,1550557,1550951,Clinical Drug Comp,|,"Prednisolon ""DAK""",122,25 mg,25,tabletter,|,prednisolone 25 MG/ML,prednisolone,,25,,
507824,1750500,1750569,Clinical Drug,|,"Clarithromycin ""Hexal""",51,500 mg,500,filmovertrukne tabletter,|,Clarithromycin 500 MG Extended Release Oral Tablet,Clarithromycin,500,,,19082079
507824,1750500,1750562,Clinical Drug,|,"Clarithromycin ""Hexal""",51,500 mg,500,filmovertrukne tabletter,|,Clarithromycin 500 MG Oral Tablet,Clarithromycin,500,,,19082573
507824,1750500,19022244,Clinical Drug,|,"Clarithromycin ""Hexal""",51,500 mg,500,filmovertrukne tabletter,|,Clarithromycin 500 MG/ML Injectable Solution,Clarithromycin,,500,,19082103
507824,1750500,1750724,Clinical Drug Comp,|,"Clarithromycin ""Hexal""",51,500 mg,500,filmovertrukne tabletter,|,Clarithromycin 500 MG,Clarithromycin,500,,,
507824,1750500,19087662,Clinical Drug Comp,|,"Clarithromycin ""Hexal""",51,500 mg,500,filmovertrukne tabletter,|,Clarithromycin 500 MG/ML,Clarithromycin,,500,,
507962,1154343,19004125,Clinical Drug,|,Ventoline,199,"0,4 mg/ml",0.4,oral oplÃ¸sning,|,Albuterol 0.4 MG/ACTUAT Inhalant Powder,Albuterol,,0.4,,19082259
507962,1154343,1154654,Clinical Drug,|,Ventoline,199,"0,4 mg/ml",0.4,oral oplÃ¸sning,|,Albuterol 0.4 MG/ML Oral Solution,Albuterol,,0.4,,19082170
507962,1154343,1154573,Clinical Drug Comp,|,Ventoline,199,"0,4 mg/ml",0.4,oral oplÃ¸sning,|,Albuterol 0.4 MG/ACTUAT,Albuterol,,0.4,,
507962,1154343,19085818,Clinical Drug Comp,|,Ventoline,199,"0,4 mg/ml",0.4,oral oplÃ¸sning,|,Albuterol 0.4 MG/ML,Albuterol,,0.4,,
508622,1307863,40171882,Clinical Drug,|,Isoptin Retard,281,240 mg,240,depottabletter,|,Verapamil hydrochloride 240 MG Extended Release Oral Capsule,Verapamil,240,,,19082077
508622,1307863,40171884,Clinical Drug,|,Isoptin Retard,281,240 mg,240,depottabletter,|,Verapamil hydrochloride 240 MG Extended Release Oral Tablet,Verapamil,240,,,19082079
508622,1307863,40171888,Clinical Drug,|,Isoptin Retard,281,240 mg,240,depottabletter,|,Verapamil hydrochloride 240 MG Oral Capsule,Verapamil,240,,,19082168
508622,1307863,40171889,Clinical Drug,|,Isoptin Retard,281,240 mg,240,depottabletter,|,Verapamil hydrochloride 240 MG Oral Tablet,Verapamil,240,,,19082573
508622,1307863,1308034,Clinical Drug Comp,|,Isoptin Retard,281,240 mg,240,depottabletter,|,Verapamil 240 MG,Verapamil,240,,,
508622,1307863,40171881,Clinical Drug Comp,|,Isoptin Retard,281,240 mg,240,depottabletter,|,Verapamil hydrochloride 240 MG,Verapamil,240,,,
508952,,,,|,Nuvelle,173,,,tabletter,|,,,,,,
509042,19010886,19010888,Clinical Drug,|,Cisordinol Depot,85,200 mg/ml,200,"injektionsvÃ¦ske, oplÃ¸sning",|,Zuclopenthixol 200 MG/ML Injectable Solution,Zuclopenthixol,,200,,19082103
509042,19010886,19091969,Clinical Drug Comp,|,Cisordinol Depot,85,200 mg/ml,200,"injektionsvÃ¦ske, oplÃ¸sning",|,Zuclopenthixol 200 MG/ML,Zuclopenthixol,,200,,
509138,19063874,19063875,Clinical Drug,|,"Roxithromycin ""Orifarm""",96,150 mg,150,filmovertrukne tabletter,|,Roxithromycin 150 MG Oral Tablet,Roxithromycin,150,,,19082573
509138,19063874,19063879,Clinical Drug Comp,|,"Roxithromycin ""Orifarm""",96,150 mg,150,filmovertrukne tabletter,|,Roxithromycin 150 MG,Roxithromycin,150,,,
509273,19049038,19061586,Clinical Drug,|,Ovestin,182,1 mg/g,1,vaginalcreme,|,Estriol 1 MG Oral Tablet,Estriol,1,,,19082573
509273,19049038,19049081,Clinical Drug,|,Ovestin,182,1 mg/g,1,vaginalcreme,|,Estriol 1 MG/ML Vaginal Cream,Estriol,,1,,19010878
509273,19049038,19049086,Clinical Drug Comp,|,Ovestin,182,1 mg/g,1,vaginalcreme,|,Estriol 1 MG,Estriol,1,,,
509273,19049038,19049087,Clinical Drug Comp,|,Ovestin,182,1 mg/g,1,vaginalcreme,|,Estriol 1 MG/ML,Estriol,,1,,
509494,797399,19077548,Clinical Drug,|,"Gabapentin ""Pfizer""",25,300 mg,300,"kapsler, hÃ¥rde",|,gabapentin 300 MG Oral Capsule,gabapentin,300,,,19082168
509494,797399,797439,Clinical Drug,|,"Gabapentin ""Pfizer""",25,300 mg,300,"kapsler, hÃ¥rde",|,gabapentin 300 MG Oral Tablet,gabapentin,300,,,19082573
509494,797399,44785041,Clinical Drug,|,"Gabapentin ""Pfizer""",25,300 mg,300,"kapsler, hÃ¥rde",|,gabapentin enacarbil 300 MG Extended Release Oral Tablet,gabapentin,300,,,19082079
509494,797399,797432,Clinical Drug Comp,|,"Gabapentin ""Pfizer""",25,300 mg,300,"kapsler, hÃ¥rde",|,gabapentin 300 MG,gabapentin,300,,,
509494,797399,44785040,Clinical Drug Comp,|,"Gabapentin ""Pfizer""",25,300 mg,300,"kapsler, hÃ¥rde",|,gabapentin enacarbil 300 MG,gabapentin,300,,,
509737,990069,19088793,Clinical Drug Comp,|,"Kloramfenikol ""DAK""",483,1%,1,Ã¸jensalve,|,Chloramphenicol 1 MG/ML,Chloramphenicol,,1,,
509868,1103314,19107233,Clinical Drug,|,Tradolan Retard,106,100 mg,100,depottabletter,|,Tramadol 100 MG Oral Tablet,Tramadol,100,,,19082573
509868,1103314,19134120,Clinical Drug,|,Tradolan Retard,106,100 mg,100,depottabletter,|,tramadol hydrochloride 100 MG Extended Release Oral Capsule,Tramadol,100,,,19082077
509868,1103314,1103361,Clinical Drug,|,Tradolan Retard,106,100 mg,100,depottabletter,|,tramadol hydrochloride 100 MG Extended Release Oral Tablet,Tramadol,100,,,19082079
509868,1103314,19135627,Clinical Drug,|,Tradolan Retard,106,100 mg,100,depottabletter,|,tramadol hydrochloride 100 MG Rectal Suppository,Tramadol,100,,,19082200
509868,1103314,19135629,Clinical Drug,|,Tradolan Retard,106,100 mg,100,depottabletter,|,tramadol hydrochloride 100 MG/ML Oral Solution,Tramadol,,100,,19082170
509868,1103314,1103343,Clinical Drug Comp,|,Tradolan Retard,106,100 mg,100,depottabletter,|,Tramadol 100 MG,Tramadol,100,,,
509868,1103314,1103346,Clinical Drug Comp,|,Tradolan Retard,106,100 mg,100,depottabletter,|,tramadol hydrochloride 100 MG,Tramadol,100,,,
509868,1103314,19135628,Clinical Drug Comp,|,Tradolan Retard,106,100 mg,100,depottabletter,|,tramadol hydrochloride 100 MG/ML,Tramadol,,100,,
509935,,,,|,"Klorokinfosfat ""DAK""",62,250 mg,250,filmovertrukne tabletter,|,,,,,,
510172,795113,19018871,Clinical Drug,|,"Klorzoxazon ""DAK""",37,250 mg,250,tabletter,|,Chlorzoxazone 250 MG Oral Tablet,Chlorzoxazone,250,,,19082573
510172,795113,795152,Clinical Drug Comp,|,"Klorzoxazon ""DAK""",37,250 mg,250,tabletter,|,Chlorzoxazone 250 MG,Chlorzoxazone,250,,,
510214,,,,|,"Kodamid ""DAK""",34,"250 +9,6 +50 +150 mg",,tabletter,|,,,,,,
510222,,,,|,"Kodamid ""DAK""",60,"250 +9,6 +50 +150 mg",,tabletter,|,,,,,,
510313,1201620,19103358,Clinical Drug,|,"Kodein ""DAK""",3457,25 mg,25,filmovertrukne tabletter,|,Codeine 25 MG Oral Capsule,Codeine,25,,,19082168
510313,1201620,19109333,Clinical Drug Comp,|,"Kodein ""DAK""",3457,25 mg,25,filmovertrukne tabletter,|,Codeine 25 MG,Codeine,25,,,
510553,956874,956942,Clinical Drug,|,Furix,260,40 mg,40,tabletter,|,Furosemide 40 MG Oral Capsule,Furosemide,40,,,19082168
510553,956874,957136,Clinical Drug,|,Furix,260,40 mg,40,tabletter,|,Furosemide 40 MG Oral Tablet,Furosemide,40,,,19082573
510553,956874,957138,Clinical Drug Comp,|,Furix,260,40 mg,40,tabletter,|,Furosemide 40 MG,Furosemide,40,,,
510732,1125315,19125056,Clinical Drug,|,Pamol,396,500 mg,500,filmovertrukne tabletter,|,Acetaminophen 500 MG Chewable Tablet,Acetaminophen,500,,,19135866
510732,1125315,19096600,Clinical Drug,|,Pamol,396,500 mg,500,filmovertrukne tabletter,|,Acetaminophen 500 MG Delayed Release Oral Capsule,Acetaminophen,500,,,19082255
510732,1125315,19122503,Clinical Drug,|,Pamol,396,500 mg,500,filmovertrukne tabletter,|,Acetaminophen 500 MG Disintegrating Oral Tablet,Acetaminophen,500,,,19082076
510732,1125315,44818333,Clinical Drug,|,Pamol,396,500 mg,500,filmovertrukne tabletter,|,Acetaminophen 500 MG Effervescent Oral Tablet,Acetaminophen,500,,,44817840
510732,1125315,1125360,Clinical Drug,|,Pamol,396,500 mg,500,filmovertrukne tabletter,|,Acetaminophen 500 MG Oral Capsule,Acetaminophen,500,,,19082168
510732,1125315,19020053,Clinical Drug,|,Pamol,396,500 mg,500,filmovertrukne tabletter,|,Acetaminophen 500 MG Oral Tablet,Acetaminophen,500,,,19082573
510732,1125315,19063318,Clinical Drug,|,Pamol,396,500 mg,500,filmovertrukne tabletter,|,Acetaminophen 500 MG Rectal Suppository,Acetaminophen,500,,,19082200
510732,1125315,19106027,Clinical Drug,|,Pamol,396,500 mg,500,filmovertrukne tabletter,|,Acetaminophen 500 MG/ML Oral Solution,Acetaminophen,,500,,19082170
510732,1125315,1127527,Clinical Drug Comp,|,Pamol,396,500 mg,500,filmovertrukne tabletter,|,Acetaminophen 500 MG,Acetaminophen,500,,,
510732,1125315,19108623,Clinical Drug Comp,|,Pamol,396,500 mg,500,filmovertrukne tabletter,|,Acetaminophen 500 MG/ML,Acetaminophen,,500,,
511071,1317640,1317675,Clinical Drug,|,Micardis,46,20 mg,20,tabletter,|,telmisartan 20 MG Oral Tablet,telmisartan,20,,,19082573
511071,1317640,1317679,Clinical Drug Comp,|,Micardis,46,20 mg,20,tabletter,|,telmisartan 20 MG,telmisartan,20,,,
511303,,,,|,Trisekvens,822,,,filmovertrukne tabletter,|,,,,,,
511329,,,,|,Trisekvens Forte,120,,,filmovertrukne tabletter,|,,,,,,
511443,1110410,40169890,Clinical Drug,|,"Morfin ""DAK""",99,10 mg,10,tabletter,|,Morphine Sulfate 10 MG Disintegrating Oral Tablet,Morphine,10,,,19082076
511443,1110410,40169891,Clinical Drug,|,"Morfin ""DAK""",99,10 mg,10,tabletter,|,Morphine Sulfate 10 MG Extended Release Oral Capsule,Morphine,10,,,19082077
511443,1110410,40169893,Clinical Drug,|,"Morfin ""DAK""",99,10 mg,10,tabletter,|,Morphine Sulfate 10 MG Extended Release Oral Tablet,Morphine,10,,,19082079
511443,1110410,40169894,Clinical Drug,|,"Morfin ""DAK""",99,10 mg,10,tabletter,|,Morphine Sulfate 10 MG Oral Tablet,Morphine,10,,,19082573
511443,1110410,40169895,Clinical Drug,|,"Morfin ""DAK""",99,10 mg,10,tabletter,|,Morphine Sulfate 10 MG Rectal Suppository,Morphine,10,,,19082200
511443,1110410,40169902,Clinical Drug,|,"Morfin ""DAK""",99,10 mg,10,tabletter,|,Morphine Sulfate 10 MG/ML Injectable Solution,Morphine,,10,,19082103
511443,1110410,40169904,Clinical Drug,|,"Morfin ""DAK""",99,10 mg,10,tabletter,|,Morphine Sulfate 10 MG/ML Oral Solution,Morphine,,10,,19082170
