Drugid,Navn,,Lægemiddelform,Styrketekst,AktiveSubstanser,MftIndehaver,ATC-kode,Godkendt procedure,Godkendt rolle,Registreringsdato,Er i Medicinpriser,,Sidst opdateret: 15-03-2016
28105443714,"Pregabalin ""Aristo""",,"kapsler, hårde",225 mg,Pregabalin,Aristo Pharma Iberia S.L.,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105443114,"Pregabalin ""Aristo""",,"kapsler, hårde",25 mg,Pregabalin,Aristo Pharma Iberia S.L.,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105443814,"Pregabalin ""Aristo""",,"kapsler, hårde",300 mg,Pregabalin,Aristo Pharma Iberia S.L.,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105443214,"Pregabalin ""Aristo""",,"kapsler, hårde",50 mg,Pregabalin,Aristo Pharma Iberia S.L.,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105443314,"Pregabalin ""Aristo""",,"kapsler, hårde",75 mg,Pregabalin,Aristo Pharma Iberia S.L.,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105444414,"Pregabalin ""Genericon""",,"kapsler, hårde",100 mg,Pregabalin,Genericon Pharma Ges.m.b.H,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105444514,"Pregabalin ""Genericon""",,"kapsler, hårde",150 mg,Pregabalin,Genericon Pharma Ges.m.b.H,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105444614,"Pregabalin ""Genericon""",,"kapsler, hårde",200 mg,Pregabalin,Genericon Pharma Ges.m.b.H,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105444714,"Pregabalin ""Genericon""",,"kapsler, hårde",225 mg,Pregabalin,Genericon Pharma Ges.m.b.H,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105444114,"Pregabalin ""Genericon""",,"kapsler, hårde",25 mg,Pregabalin,Genericon Pharma Ges.m.b.H,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105444814,"Pregabalin ""Genericon""",,"kapsler, hårde",300 mg,Pregabalin,Genericon Pharma Ges.m.b.H,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105444214,"Pregabalin ""Genericon""",,"kapsler, hårde",50 mg,Pregabalin,Genericon Pharma Ges.m.b.H,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105444314,"Pregabalin ""Genericon""",,"kapsler, hårde",75 mg,Pregabalin,Genericon Pharma Ges.m.b.H,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105450914,"Pregabalin ""Krka""",,"kapsler, hårde",100 mg,Pregabalin,KRKA d.d. Novo mesto,N03AX16,Decentral procedure,CMS,03-02-2015,Nej,,
28105451014,"Pregabalin ""Krka""",,"kapsler, hårde",150 mg,Pregabalin,KRKA d.d. Novo mesto,N03AX16,Decentral procedure,CMS,03-02-2015,Ja,,
28105451114,"Pregabalin ""Krka""",,"kapsler, hårde",200 mg,Pregabalin,KRKA d.d. Novo mesto,N03AX16,Decentral procedure,CMS,03-02-2015,Nej,,
28105451214,"Pregabalin ""Krka""",,"kapsler, hårde",225 mg,Pregabalin,KRKA d.d. Novo mesto,N03AX16,Decentral procedure,CMS,03-02-2015,Ja,,
28105450614,"Pregabalin ""Krka""",,"kapsler, hårde",25 mg,Pregabalin,KRKA d.d. Novo mesto,N03AX16,Decentral procedure,CMS,03-02-2015,Ja,,
28105451314,"Pregabalin ""Krka""",,"kapsler, hårde",300 mg,Pregabalin,KRKA d.d. Novo mesto,N03AX16,Decentral procedure,CMS,03-02-2015,Ja,,
28105450714,"Pregabalin ""Krka""",,"kapsler, hårde",50 mg,Pregabalin,KRKA d.d. Novo mesto,N03AX16,Decentral procedure,CMS,03-02-2015,Nej,,
28105450814,"Pregabalin ""Krka""",,"kapsler, hårde",75 mg,Pregabalin,KRKA d.d. Novo mesto,N03AX16,Decentral procedure,CMS,03-02-2015,Ja,,
28105514014,"Pregabalin ""Mylan""",,"kapsler, hårde",100 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Nej,,
28105514114,"Pregabalin ""Mylan""",,"kapsler, hårde",150 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Ja,,
28105514214,"Pregabalin ""Mylan""",,"kapsler, hårde",200 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Nej,,
28105514314,"Pregabalin ""Mylan""",,"kapsler, hårde",225 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Ja,,
28105513714,"Pregabalin ""Mylan""",,"kapsler, hårde",25 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Ja,,
28105514414,"Pregabalin ""Mylan""",,"kapsler, hårde",300 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Ja,,
28105513814,"Pregabalin ""Mylan""",,"kapsler, hårde",50 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Nej,,
28105513914,"Pregabalin ""Mylan""",,"kapsler, hårde",75 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Ja,,
28105514914,"Pregabalin ""Mylan Pharma""",,"kapsler, hårde",100 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Nej,,
28105515014,"Pregabalin ""Mylan Pharma""",,"kapsler, hårde",150 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Nej,,
28105515114,"Pregabalin ""Mylan Pharma""",,"kapsler, hårde",200 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Nej,,
28105515214,"Pregabalin ""Mylan Pharma""",,"kapsler, hårde",225 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Nej,,
28105514614,"Pregabalin ""Mylan Pharma""",,"kapsler, hårde",25 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Nej,,
28105515314,"Pregabalin ""Mylan Pharma""",,"kapsler, hårde",300 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Nej,,
28105514714,"Pregabalin ""Mylan Pharma""",,"kapsler, hårde",50 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Nej,,
28105514814,"Pregabalin ""Mylan Pharma""",,"kapsler, hårde",75 mg,Pregabalin,Generics (UK) Limited,N03AX16,Central,MOD,25-06-2015,Nej,,
28105449914,"Pregabalin ""Orion""",,"kapsler, hårde",100 mg,Pregabalin,Orion Corporation,N03AX16,Decentral procedure,CMS,27-02-2015,Nej,,
28105450014,"Pregabalin ""Orion""",,"kapsler, hårde",150 mg,Pregabalin,Orion Corporation,N03AX16,Decentral procedure,CMS,27-02-2015,Ja,,
28105450114,"Pregabalin ""Orion""",,"kapsler, hårde",225 mg,Pregabalin,Orion Corporation,N03AX16,Decentral procedure,CMS,27-02-2015,Ja,,
28105449614,"Pregabalin ""Orion""",,"kapsler, hårde",25 mg,Pregabalin,Orion Corporation,N03AX16,Decentral procedure,CMS,27-02-2015,Ja,,
28105450214,"Pregabalin ""Orion""",,"kapsler, hårde",300 mg,Pregabalin,Orion Corporation,N03AX16,Decentral procedure,CMS,27-02-2015,Ja,,
28105449714,"Pregabalin ""Orion""",,"kapsler, hårde",50 mg,Pregabalin,Orion Corporation,N03AX16,Decentral procedure,CMS,27-02-2015,Nej,,
28105449814,"Pregabalin ""Orion""",,"kapsler, hårde",75 mg,Pregabalin,Orion Corporation,N03AX16,Decentral procedure,CMS,27-02-2015,Ja,,
28105357613,"Pregabalin ""Pfizer""",,"kapsler, hårde",100 mg,Pregabalin,Pfizer Ltd,N03AX16,Central,MOD,10-04-2014,Nej,,
28105357713,"Pregabalin ""Pfizer""",,"kapsler, hårde",150 mg,Pregabalin,Pfizer Ltd,N03AX16,Central,MOD,10-04-2014,Nej,,
28105357813,"Pregabalin ""Pfizer""",,"kapsler, hårde",200 mg,Pregabalin,Pfizer Ltd,N03AX16,Central,MOD,10-04-2014,Nej,,
28105357913,"Pregabalin ""Pfizer""",,"kapsler, hårde",225 mg,Pregabalin,Pfizer Ltd,N03AX16,Central,MOD,10-04-2014,Nej,,
28105357313,"Pregabalin ""Pfizer""",,"kapsler, hårde",25 mg,Pregabalin,Pfizer Ltd,N03AX16,Central,MOD,10-04-2014,Nej,,
28105358013,"Pregabalin ""Pfizer""",,"kapsler, hårde",300 mg,Pregabalin,Pfizer Ltd,N03AX16,Central,MOD,10-04-2014,Nej,,
28105357413,"Pregabalin ""Pfizer""",,"kapsler, hårde",50 mg,Pregabalin,Pfizer Ltd,N03AX16,Central,MOD,10-04-2014,Nej,,
28105357513,"Pregabalin ""Pfizer""",,"kapsler, hårde",75 mg,Pregabalin,Pfizer Ltd,N03AX16,Central,MOD,10-04-2014,Nej,,
28105604315,"Pregabalin ""Pharmathen""",,"kapsler, hårde",100 mg,Pregabalin,Pharmathen S.A.,N03AX16,National,DKMA,14-07-2015,Nej,,
28105604415,"Pregabalin ""Pharmathen""",,"kapsler, hårde",150 mg,Pregabalin,Pharmathen S.A.,N03AX16,National,DKMA,14-07-2015,Nej,,
28105604515,"Pregabalin ""Pharmathen""",,"kapsler, hårde",200 mg,Pregabalin,Pharmathen S.A.,N03AX16,National,DKMA,14-07-2015,Nej,,
28105604615,"Pregabalin ""Pharmathen""",,"kapsler, hårde",225 mg,Pregabalin,Pharmathen S.A.,N03AX16,National,DKMA,14-07-2015,Nej,,
28105604015,"Pregabalin ""Pharmathen""",,"kapsler, hårde",25 mg,Pregabalin,Pharmathen S.A.,N03AX16,National,DKMA,14-07-2015,Nej,,
28105604715,"Pregabalin ""Pharmathen""",,"kapsler, hårde",300 mg,Pregabalin,Pharmathen S.A.,N03AX16,National,DKMA,14-07-2015,Nej,,
28105604115,"Pregabalin ""Pharmathen""",,"kapsler, hårde",50 mg,Pregabalin,Pharmathen S.A.,N03AX16,National,DKMA,14-07-2015,Nej,,
28105604215,"Pregabalin ""Pharmathen""",,"kapsler, hårde",75 mg,Pregabalin,Pharmathen S.A.,N03AX16,National,DKMA,14-07-2015,Nej,,
28105516914,"Pregabalin ""Sandoz""",,"kapsler, hårde",100 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Nej,,
28105517014,"Pregabalin ""Sandoz""",,"kapsler, hårde",150 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Nej,,
28105517114,"Pregabalin ""Sandoz""",,"kapsler, hårde",200 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Nej,,
28105517214,"Pregabalin ""Sandoz""",,"kapsler, hårde",225 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Nej,,
28105516614,"Pregabalin ""Sandoz""",,"kapsler, hårde",25 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Nej,,
28105517314,"Pregabalin ""Sandoz""",,"kapsler, hårde",300 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Nej,,
28105516714,"Pregabalin ""Sandoz""",,"kapsler, hårde",50 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Nej,,
28105516814,"Pregabalin ""Sandoz""",,"kapsler, hårde",75 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Nej,,
28105515914,"Pregabalin ""Sandoz GmbH""",,"kapsler, hårde",100 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Nej,,
28105516014,"Pregabalin ""Sandoz GmbH""",,"kapsler, hårde",150 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Ja,,
28105516114,"Pregabalin ""Sandoz GmbH""",,"kapsler, hårde",200 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Nej,,
28105516214,"Pregabalin ""Sandoz GmbH""",,"kapsler, hårde",225 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Ja,,
28105515614,"Pregabalin ""Sandoz GmbH""",,"kapsler, hårde",25 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Ja,,
28105516314,"Pregabalin ""Sandoz GmbH""",,"kapsler, hårde",300 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Ja,,
28105515714,"Pregabalin ""Sandoz GmbH""",,"kapsler, hårde",50 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Nej,,
28105515814,"Pregabalin ""Sandoz GmbH""",,"kapsler, hårde",75 mg,Pregabalin,Sandoz GmbH,N03AX16,Central,MOD,19-06-2015,Ja,,
28105453314,"Pregabalin ""STADA""",,"kapsler, hårde",150 mg,Pregabalin,Stada Arzneimittel AG,N03AX16,Decentral procedure,CMS,17-09-2015,Ja,,
28105453514,"Pregabalin ""STADA""",,"kapsler, hårde",225 mg,Pregabalin,Stada Arzneimittel AG,N03AX16,Decentral procedure,CMS,17-09-2015,Ja,,
28105452914,"Pregabalin ""STADA""",,"kapsler, hårde",25 mg,Pregabalin,Stada Arzneimittel AG,N03AX16,Decentral procedure,CMS,17-09-2015,Ja,,
28105453614,"Pregabalin ""STADA""",,"kapsler, hårde",300 mg,Pregabalin,Stada Arzneimittel AG,N03AX16,Decentral procedure,CMS,17-09-2015,Ja,,
28105453114,"Pregabalin ""STADA""",,"kapsler, hårde",75 mg,Pregabalin,Stada Arzneimittel AG,N03AX16,Decentral procedure,CMS,17-09-2015,Ja,,
28105449114,"Pregabalin ""Teva""",,"kapsler, hårde",100 mg,Pregabalin,Teva Denmark A/S,N03AX16,Decentral procedure,CMS,18-06-2015,Nej,,
28105449214,"Pregabalin ""Teva""",,"kapsler, hårde",150 mg,Pregabalin,Teva Denmark A/S,N03AX16,Decentral procedure,CMS,18-06-2015,Nej,,
28105449314,"Pregabalin ""Teva""",,"kapsler, hårde",200 mg,Pregabalin,Teva Denmark A/S,N03AX16,Decentral procedure,CMS,18-06-2015,Nej,,
28105449414,"Pregabalin ""Teva""",,"kapsler, hårde",225 mg,Pregabalin,Teva Denmark A/S,N03AX16,Decentral procedure,CMS,18-06-2015,Nej,,
28105448814,"Pregabalin ""Teva""",,"kapsler, hårde",25 mg,Pregabalin,Teva Denmark A/S,N03AX16,Decentral procedure,CMS,18-06-2015,Nej,,
28105449514,"Pregabalin ""Teva""",,"kapsler, hårde",300 mg,Pregabalin,Teva Denmark A/S,N03AX16,Decentral procedure,CMS,18-06-2015,Nej,,
28105448914,"Pregabalin ""Teva""",,"kapsler, hårde",50 mg,Pregabalin,Teva Denmark A/S,N03AX16,Decentral procedure,CMS,18-06-2015,Nej,,
28105449014,"Pregabalin ""Teva""",,"kapsler, hårde",75 mg,Pregabalin,Teva Denmark A/S,N03AX16,Decentral procedure,CMS,18-06-2015,Nej,,
28105511914,"Pregabalin ""Zentiva""",,"kapsler, hårde",100 mg,Pregabalin,Zentiva k.s.,N03AX16,Central,MOD,17-07-2015,Nej,,
28105512014,"Pregabalin ""Zentiva""",,"kapsler, hårde",150 mg,Pregabalin,Zentiva k.s.,N03AX16,Central,MOD,17-07-2015,Nej,,
28105512114,"Pregabalin ""Zentiva""",,"kapsler, hårde",200 mg,Pregabalin,Zentiva k.s.,N03AX16,Central,MOD,17-07-2015,Nej,,
28105512214,"Pregabalin ""Zentiva""",,"kapsler, hårde",225 mg,Pregabalin,Zentiva k.s.,N03AX16,Central,MOD,17-07-2015,Nej,,
28105511614,"Pregabalin ""Zentiva""",,"kapsler, hårde",25 mg,Pregabalin,Zentiva k.s.,N03AX16,Central,MOD,17-07-2015,Nej,,
28105512314,"Pregabalin ""Zentiva""",,"kapsler, hårde",300 mg,Pregabalin,Zentiva k.s.,N03AX16,Central,MOD,17-07-2015,Nej,,
28105511714,"Pregabalin ""Zentiva""",,"kapsler, hårde",50 mg,Pregabalin,Zentiva k.s.,N03AX16,Central,MOD,17-07-2015,Nej,,
28105511814,"Pregabalin ""Zentiva""",,"kapsler, hårde",75 mg,Pregabalin,Zentiva k.s.,N03AX16,Central,MOD,17-07-2015,Nej,,
28105446014,Pregafra,,"kapsler, hårde",100 mg,Pregabalin,Welding GmbH & CO. KG,N03AX16,Decentral procedure,RMS,30-09-2015,Nej,,
28105446114,Pregafra,,"kapsler, hårde",150 mg,Pregabalin,Welding GmbH & CO. KG,N03AX16,Decentral procedure,RMS,30-09-2015,Nej,,
28105446214,Pregafra,,"kapsler, hårde",200 mg,Pregabalin,Welding GmbH & CO. KG,N03AX16,Decentral procedure,RMS,30-09-2015,Nej,,
28105446314,Pregafra,,"kapsler, hårde",225 mg,Pregabalin,Welding GmbH & CO. KG,N03AX16,Decentral procedure,RMS,30-09-2015,Nej,,
28105445714,Pregafra,,"kapsler, hårde",25 mg,Pregabalin,Welding GmbH & CO. KG,N03AX16,Decentral procedure,RMS,30-09-2015,Nej,,
28105446414,Pregafra,,"kapsler, hårde",300 mg,Pregabalin,Welding GmbH & CO. KG,N03AX16,Decentral procedure,RMS,30-09-2015,Nej,,
28105445814,Pregafra,,"kapsler, hårde",50 mg,Pregabalin,Welding GmbH & CO. KG,N03AX16,Decentral procedure,RMS,30-09-2015,Nej,,
28105445914,Pregafra,,"kapsler, hårde",75 mg,Pregabalin,Welding GmbH & CO. KG,N03AX16,Decentral procedure,RMS,30-09-2015,Nej,,
28100512967,Pregnyl,,"pulver og solvens til injektionsvæske, opløsning",1500 IE,CHORIONGONADOTROPIN,N.V. Organon,G03GA01,National,DKMA,18-03-1968,Nej,,
28101096682,Pregnyl,,"pulver og solvens til injektionsvæske, opløsning",5000 IE,CHORIONGONADOTROPIN,N.V. Organon,G03GA01,National,DKMA,05-04-1983,Ja,,
28105442614,Prelynca,,"kapsler, hårde",100 mg,Pregabalin,Pharmathen S.A.,N03AX16,Decentral procedure,RMS,14-07-2015,Nej,,
28105442714,Prelynca,,"kapsler, hårde",150 mg,Pregabalin,Pharmathen S.A.,N03AX16,Decentral procedure,RMS,14-07-2015,Nej,,
28105442814,Prelynca,,"kapsler, hårde",200 mg,Pregabalin,Pharmathen S.A.,N03AX16,Decentral procedure,RMS,14-07-2015,Nej,,
28105442914,Prelynca,,"kapsler, hårde",225 mg,Pregabalin,Pharmathen S.A.,N03AX16,Decentral procedure,RMS,14-07-2015,Nej,,
28105442314,Prelynca,,"kapsler, hårde",25 mg,Pregabalin,Pharmathen S.A.,N03AX16,Decentral procedure,RMS,14-07-2015,Nej,,
28105443014,Prelynca,,"kapsler, hårde",300 mg,Pregabalin,Pharmathen S.A.,N03AX16,Decentral procedure,RMS,14-07-2015,Nej,,
28105442414,Prelynca,,"kapsler, hårde",50 mg,Pregabalin,Pharmathen S.A.,N03AX16,Decentral procedure,RMS,14-07-2015,Nej,,
28105442514,Prelynca,,"kapsler, hårde",75 mg,Pregabalin,Pharmathen S.A.,N03AX16,Decentral procedure,RMS,14-07-2015,Nej,,
28103912806,Premedox Vet.,,oralt pulver,50 mg/g,DOXYCYCLINHYCLAT,Virbac S.A.,QJ01AA02,National,DKMA,09-05-2006,Ja,,
28101953197,Premid,,"kapsler, hårde",750 mg,BALSALAZIDNATRIUM,"Almirall, S.A.",A07EC04,MRP,CMS,03-07-1998,Ja,,
28104649010,"Prepandemic Influenza vaccine (H5N1) ""Novartis""",,"injektionsvæske, suspension, fyldt injektionssprøjte","7,5 mikrogram",Aviær influenzavirus subtype H5N1 clade 1 stamme A/Vietnam/1194/2004,Novartis Vaccines and,J07BB02,Central,MOD,29-11-2010,Nej,,
28104096407,Prepandrix,,"suspension og emulsion til injektionsvæske, emulsion","3,75 mikrogram",Aviær influenzavirus subtype H5N1 clade 1 stamme A/Vietnam/1194/2004,GlaxoSmithKline Biologicals S.A.,J07BB02,Central,MOD,14-05-2008,Nej,,
28104452708,Prepandrix,,"suspension og emulsion til injektionsvæske, emulsion","3,75 mikrogram",Influenzavirus A/Indonesia/05/2005 (H5N1)/PR8-IBCDC-RG2 oprens. antigener af inaktiv. split virioner,GlaxoSmithKline Biologicals S.A.,J07BB02,Central,MOD,07-08-2009,Nej,,
28105439414,Prepratalva,,tabletter,10 mg,Aripiprazol,Sigillata Ltd,N05AX12,National,DKMA,15-09-2015,Nej,,
28105439514,Prepratalva,,tabletter,15 mg,Aripiprazol,Sigillata Ltd,N05AX12,National,DKMA,15-09-2015,Nej,,
28105439614,Prepratalva,,tabletter,30 mg,Aripiprazol,Sigillata Ltd,N05AX12,National,DKMA,15-09-2015,Nej,,
28105439314,Prepratalva,,tabletter,5 mg,Aripiprazol,Sigillata Ltd,N05AX12,National,DKMA,15-09-2015,Nej,,
28103772005,Presoldox Vet.,,pulver til oral opløsning,500 mg/g,DOXYCYCLINHYCLAT,Virbac S.A.,QJ01AA02,National,DKMA,04-07-2005,Ja,,
28104535809,Prestarium Neo,,filmovertrukne tabletter,5 mg,Perindoprilarginin,EuroPharma.DK ApS,C09AA04,Par-Imp,DKMA,18-09-2009,Ja,,
28104535909,Prestarium Neo Forte,,filmovertrukne tabletter,10 mg,Perindoprilarginin,EuroPharma.DK ApS,C09AA04,Par-Imp,DKMA,18-09-2009,Ja,,
28103128599,Prevenar,,"injektionsvæske, suspension",,"CRM197 bærerprotein, Pneumokok polysaccharid serotype 14, Pneumokok polysaccharid serotype 18C, Pneumokok polysaccharid serotype 19F, Pneumokok polysaccharid serotype 23F, Pneumokok polysaccharid serotype 4V, Pneumokok polysaccharid serotype 6B, Pneumokok polysaccharid serotype 9V",Pfizer Ltd,J07AL02,Central,MOD,02-02-2001,Nej,,
28104052806,Prevenar,,"injektionsvæske, suspension",,"Pneumokok polysaccharid serotype 14, Pneumokok polysaccharid serotype 18C, Pneumokok polysaccharid serotype 19F, Pneumokok polysaccharid serotype 23F, Pneumokok polysaccharid serotype 4, Pneumokok polysaccharid serotype 6B, Pneumokok polysaccharid serotype 9V",Pfizer Ltd,J07AL02,Central,MOD,31-08-2007,Nej,,
28103227199,Prevenar,,"injektionsvæske, suspension, fyldt injektionssprøjte",,"CRM197 bærerprotein, Pneumokok polysaccharid serotype 14, Pneumokok polysaccharid serotype 18C, Pneumokok polysaccharid serotype 19F, Pneumokok polysaccharid serotype 23F, Pneumokok polysaccharid serotype 4V, Pneumokok polysaccharid serotype 6B, Pneumokok polysaccharid serotype 9V",Pfizer Ltd,J07AL02,Central,MOD,02-02-2001,Nej,,
28104509409,Prevenar 13,,"injektionsvæske, suspension",,"ALUMINIUMPHOSPHAT, CRM197 bærerprotein, Pneumokok polysaccharid serotype 1, Pneumokok polysaccharid serotype 14, Pneumokok polysaccharid serotype 18C, Pneumokok polysaccharid serotype 19A, Pneumokok polysaccharid serotype 19F, Pneumokok polysaccharid serotype 23F, Pneumokok polysaccharid serotype 3, Pneumokok polysaccharid serotype 4, Pneumokok polysaccharid serotype 5, Pneumokok polysaccharid serotype 6A, Pneumokok polysaccharid serotype 6B, Pneumokok polysaccharid serotype 7F, Pneumokok polysaccharid serotype 9V",Pfizer Ltd,J07AL02,Central,MOD,09-12-2009,Ja,,
28103831405,Previcox,,oral pasta,"8,2",FIROCOXIB,Merial,QM01AH90,Central,MOD,14-03-2007,Nej,,
28103535503,Previcox,,tyggetabletter,227 mg,FIROCOXIB,Merial S.A.S.,QM01AH90,Central,MOD,13-09-2004,Ja,,
28103535403,Previcox,,tyggetabletter,57 mg,FIROCOXIB,Merial S.A.S.,QM01AH90,Central,MOD,13-09-2004,Ja,,
28104527509,Prezista,,filmovertrukne tabletter,150 mg,Darunavirethanolat,Janssen-Cilag International NV,J05AE10,Central,MOD,23-06-2009,Ja,,
28103900206,Prezista,,filmovertrukne tabletter,300 mg,Darunavirethanolat,Janssen-Cilag International NV,J05AE10,Central,MOD,12-02-2007,Nej,,
28104472609,Prezista,,filmovertrukne tabletter,400 mg,Darunavirethanolat,Janssen-Cilag International NV,J05AE10,Central,MOD,29-01-2009,Nej,,
28104472709,Prezista,,filmovertrukne tabletter,600 mg,Darunavirethanolat,Janssen-Cilag International NV,J05AE10,Central,MOD,29-01-2009,Ja,,
28104527409,Prezista,,filmovertrukne tabletter,75 mg,Darunavirethanolat,Janssen-Cilag International NV,J05AE10,Central,MOD,23-06-2009,Nej,,
28105081912,Prezista,,filmovertrukne tabletter,800 mg,Darunavirethanolat,Janssen-Cilag International NV,J05AE10,Central,MOD,24-10-2012,Ja,,
28104894611,Prezista,,oral suspension,100 mg/ml,Darunavirethanolat,Janssen-Cilag International NV,J05AE10,Central,MOD,24-10-2012,Ja,,
28103527103,Prialt,,"infusionsvæske, opløsning",100 mikrogram/ml,ZICONOTID,Eisai Ltd.,N02BG08,Central,MOD,21-02-2005,Ja,,
28103800905,Prialt,,"infusionsvæske, opløsning",25 mikrogram/ml,Ziconotidacetat,Eisai Ltd.,N02BG08,Central,MOD,20-03-2006,Nej,,
28105242413,Prid delta,,vaginalindlæg,"1,55 g",PROGESTERON,Ceva Animal Health A/S,QG03DA04,MRP,CMS,11-11-2013,Ja,,
28103819305,Prilactone,,tabletter,10 mg,SPIRONOLACTON,Ceva Sante Animale,QC03DA01,Central,MOD,20-06-2007,Nej,,
28103819405,Prilactone,,tabletter,40 mg,SPIRONOLACTON,Ceva Sante Animale,QC03DA01,Central,MOD,20-06-2007,Nej,,
28103819505,Prilactone,,tabletter,80 mg,SPIRONOLACTON,Ceva Sante Animale,QC03DA01,Central,MOD,20-06-2007,Nej,,
28104747310,Priligy,,filmovertrukne tabletter,30 mg,dapoxetinhydrochlorid,Berlin-Chemie AG,G04BX14,MRP,CMS,22-02-2012,Ja,,
28104747410,Priligy,,filmovertrukne tabletter,60 mg,dapoxetinhydrochlorid,Berlin-Chemie AG,G04BX14,MRP,CMS,22-02-2012,Ja,,
28103415602,Prilium Vet.,,pulver til oral opløsning,150 mg,Imidaprilhydrochlorid,Vetoquinol S.A.,QC09AA16,MRP,CMS,31-01-2003,Nej,,
28103415702,Prilium Vet.,,pulver til oral opløsning,300 mg,Imidaprilhydrochlorid,Vetoquinol S.A.,QC09AA16,MRP,CMS,31-01-2003,Nej,,
28103415502,Prilium Vet.,,pulver til oral opløsning,75 mg,Imidaprilhydrochlorid,Vetoquinol S.A.,QC09AA16,MRP,CMS,31-01-2003,Nej,,
28104415608,Prillana,,tabletter,2 mg,Perindopril tert-butylamin,KRKA d.d. Novo mesto,C09AA04,Decentral procedure,RMS,09-03-2010,Nej,,
28104415708,Prillana,,tabletter,4 mg,Perindopril tert-butylamin,KRKA d.d. Novo mesto,C09AA04,Decentral procedure,RMS,09-03-2010,Nej,,
28104415808,Prillana,,tabletter,8 mg,Perindopril tert-butylamin,KRKA d.d. Novo mesto,C09AA04,Decentral procedure,RMS,09-03-2010,Nej,,
28103793905,Prilocard,,tabletter,"1,25 mg",RAMIPRIL,aniMedica GmbH,QC09AA05,MRP,RMS,23-03-2007,Nej,,
28103794005,Prilocard,,tabletter,"2,5 mg",RAMIPRIL,aniMedica GmbH,QC09AA05,MRP,RMS,23-03-2007,Nej,,
28103794105,Prilocard,,tabletter,5 mg,RAMIPRIL,aniMedica GmbH,QC09AA05,MRP,RMS,23-03-2007,Nej,,
28105683115,Primafenadin,,filmovertrukne tabletter,180 mg,FEXOFENADINHYDROCHLORID,Nordic Prime ApS,R06AX26,Par-Imp,DKMA,30-11-2015,Ja,,
28105664115,Primatiapin,,depottabletter,50 mg,QUETIAPIN FUMARAT,Nordic Prime ApS,N05AH04,Par-Imp,DKMA,17-12-2015,Nej,,
